layer,method,physical_pages,n,expert_output_recovery_p10,expert_output_recovery_median,expert_output_recovery_p90
0,refinement_router_rank1024_int4,750,7,0.5846325553197785,0.7306576763618219,0.8193356422172603
0,refinement_router_rank1024_int4,752,7,0.586287077130217,0.7331603396933625,0.8212015185185328
0,refinement_router_rank1024_int4,758,7,0.584990824962025,0.740871836529244,0.8247599716163284
0,refinement_router_rank1024_int4,760,7,0.5873594916546351,0.7416500812203068,0.8241487962109539
0,refinement_router_rank1024_int4,764,7,0.5869613374307466,0.7425954359254503,0.8225467452080626
0,refinement_router_rank1024_int4,768,7,0.583237652272017,0.7453470304225209,0.8265694582336925
0,refinement_router_rank1024_int4,1024,7,0.5726006845696314,0.7167208383828154,0.8403522547498857
0,refinement_uniform_full_int2,64,7,0.21660796735928065,0.42414938529628543,0.5020958674599254
0,refinement_uniform_full_int2,128,7,0.2815970725475979,0.5440554489765939,0.620979597846816
0,refinement_uniform_full_int2,256,7,0.5178239009185923,0.6093581253548327,0.8246310912925101
0,refinement_uniform_full_int2,384,7,0.5367112426769333,0.6551533944948102,0.8501166181232099
0,refinement_uniform_full_int2,512,7,0.6472643949154279,0.7387053650334447,0.8716116442399089
0,refinement_uniform_full_int2,688,7,0.6690325135774536,0.8065492221254632,0.8822896508770472
0,refinement_uniform_full_int2,728,7,0.6932089837880916,0.7997074297762696,0.8860942882532491
0,refinement_uniform_full_int2,750,7,0.7347102943405344,0.7923803401179329,0.8869273381602831
0,refinement_uniform_full_int2,752,7,0.7416010523748232,0.7886819482967156,0.8860541323654412
0,refinement_uniform_full_int2,758,7,0.7546771459075661,0.7933821847537597,0.8876314009993623
0,refinement_uniform_full_int2,760,7,0.7538910249683772,0.8003432335872331,0.8893059702731888
0,refinement_uniform_full_int2,764,7,0.7471432892395176,0.8016151080382024,0.8867187054119243
0,refinement_uniform_full_int2,768,7,0.7492866461341302,0.7978341746706289,0.8871888898478951
0,refinement_uniform_full_int2,1024,7,0.788383449672928,0.8413785497935121,0.896477586093346
