method,physical_pages,n,isolated_recovery_p10,isolated_recovery_median,isolated_recovery_p90,expert_output_recovery_p10,expert_output_recovery_median,expert_output_recovery_p90,physically_encoded,budget_semantics
per_expert_output_jacobian_train_rank1024_int4,752,55,0.9580499067215034,0.9628754408765423,0.9714057260036844,0.9337391558892704,0.9706270357710436,0.9856847402351296,True,physical_512_byte_pages
per_expert_output_jacobian_train_rank1024_int4,758,55,0.9584656308068406,0.9633407449375098,0.9715551315421631,0.9346704413425294,0.9705290663047762,0.9853724971283592,True,physical_512_byte_pages
per_expert_output_jacobian_train_rank1024_int4,760,55,0.9587973721630878,0.9635218688838274,0.971677944418413,0.9344948399752969,0.970626487656753,0.985293702133765,True,physical_512_byte_pages
per_expert_output_jacobian_train_rank1024_int4,764,55,0.9592217440868603,0.9639360770357978,0.9716846683870584,0.9346074559192865,0.9706258924245836,0.9853772995704514,True,physical_512_byte_pages
per_expert_output_jacobian_train_rank1024_int4,768,55,0.9593491704415656,0.964217514545921,0.9719639082585634,0.9348993706470401,0.9706925435336263,0.9855689788547876,True,physical_512_byte_pages
per_expert_output_jacobian_train_rank1024_int4,1024,55,0.9659597629501391,0.9696967992526981,0.9753775632090481,0.9458804489766826,0.9729559762300037,0.9868481053531012,True,physical_512_byte_pages
per_expert_separate_rank512_int8,64,55,0.370428561693248,0.39591045006787695,0.5692182596955372,-0.008141055342523594,0.3859256980780349,0.6395139495128085,True,physical_512_byte_pages
per_expert_separate_rank512_int8,128,55,0.5498506650383242,0.5705190884385704,0.7896510907780566,0.33393964736514087,0.5547600805073888,0.7945511394404436,True,physical_512_byte_pages
per_expert_separate_rank512_int8,256,55,0.758315646077694,0.7734400547991647,0.9656645939006807,0.5792753014693268,0.7886693384172435,0.9587806081049179,True,physical_512_byte_pages
per_expert_separate_rank512_int8,384,55,0.872172935835053,0.8828520288381284,0.9993415972405271,0.7494530589453385,0.8859313627427309,0.9992873757207972,True,physical_512_byte_pages
per_expert_separate_rank512_int8,512,55,0.9385312797813975,0.9438301339773902,0.999935762299306,0.8788509047645832,0.9422972909239558,0.9999424715183981,True,physical_512_byte_pages
per_expert_separate_rank512_int8,688,55,0.9828288724546376,0.9851469122310302,0.9999357431967328,0.9607604268234541,0.9834886065234403,0.999942334168044,True,physical_512_byte_pages
per_expert_separate_rank512_int8,728,55,0.9881158401018071,0.9899065091570911,0.999935742610808,0.9743564965052645,0.9881376178166565,0.9999423314335305,True,physical_512_byte_pages
per_expert_separate_rank512_int8,750,55,0.9904887324625667,0.9920633268325009,0.9999357434977432,0.9766872972710237,0.9910702588614207,0.9999423510579281,True,physical_512_byte_pages
per_expert_separate_rank512_int8,752,55,0.990698753127564,0.9922368220448629,0.9999357422644075,0.9762047001489458,0.9905909341289423,0.9999423488211445,True,physical_512_byte_pages
per_expert_separate_rank512_int8,758,55,0.991313156120781,0.992744631477523,0.9999357415383321,0.9780367044344712,0.9917120291517768,0.9999423430738307,True,physical_512_byte_pages
per_expert_separate_rank512_int8,760,55,0.9915051011854068,0.9929142780758852,0.9999357418882092,0.9772646404537838,0.9918373070411135,0.9999423442914824,True,physical_512_byte_pages
per_expert_separate_rank512_int8,764,55,0.9918833426261277,0.9932299721726918,0.9999357431254278,0.9785280740750617,0.9923499139990439,0.9999423433091815,True,physical_512_byte_pages
per_expert_separate_rank512_int8,768,55,0.992238389576083,0.9935517852491189,0.9999357424905518,0.979572866980844,0.9931330625446543,0.9999423525666705,True,physical_512_byte_pages
per_expert_separate_rank512_int8,1024,55,0.9998822788676588,0.9999154289161569,0.9999414041533387,0.9998060519245713,0.9999169622551649,0.9999624656942514,True,physical_512_byte_pages
refinement_router_full_int2,64,55,0.2542579966601859,0.3140361313085468,0.36381350783115424,0.0268724619045144,0.34144961243852867,0.5079928299984533,True,physical_512_byte_pages
refinement_router_full_int2,128,55,0.3526034972602371,0.4400515389275529,0.47583741337910707,0.18382367443633404,0.42952277950113216,0.5848989671960543,True,physical_512_byte_pages
refinement_router_full_int2,256,55,0.5073612740337968,0.6039604710062988,0.6318299335650386,0.2983621309787172,0.579738448197332,0.7458759318596557,True,physical_512_byte_pages
refinement_router_full_int2,384,55,0.5512663897139702,0.7104349301028738,0.7284949922987677,0.3373290816538179,0.6945588431579595,0.8127020131939453,True,physical_512_byte_pages
refinement_router_full_int2,512,55,0.6581944779083706,0.778501771353673,0.8009605420624039,0.5546670502889947,0.7601518161099834,0.8585184000247483,True,physical_512_byte_pages
refinement_router_full_int2,688,55,0.7032453757531836,0.8348549795730124,0.8555451953986861,0.6223755611187773,0.8273742009310714,0.9075908516391897,True,physical_512_byte_pages
refinement_router_full_int2,728,55,0.7421245886876247,0.8451285384585038,0.8631172939174152,0.651409142637895,0.833022534202627,0.9097777532822415,True,physical_512_byte_pages
refinement_router_full_int2,750,55,0.7510951060574793,0.8504777712779328,0.8673021419938532,0.6698724055833268,0.8364322794346466,0.9095668560715305,True,physical_512_byte_pages
refinement_router_full_int2,752,55,0.7553781530334764,0.8505266528225157,0.867662800173532,0.6758783013683426,0.843743796134639,0.9070010321039929,True,physical_512_byte_pages
refinement_router_full_int2,758,55,0.7549685503526936,0.8510546959702237,0.8689555190769576,0.6880679796207609,0.8461586051522547,0.9079779033916178,True,physical_512_byte_pages
refinement_router_full_int2,760,55,0.7562990004994772,0.8515697603421508,0.8693416275292946,0.6770031373326193,0.8446120488766067,0.9076705252507666,True,physical_512_byte_pages
refinement_router_full_int2,764,55,0.7571163965912809,0.8525117651018994,0.8702159584544514,0.6760278328698959,0.8475286811079195,0.9090718123730748,True,physical_512_byte_pages
refinement_router_full_int2,768,55,0.7528288589346356,0.853056972534901,0.870796141855667,0.6889478221805608,0.8459977576489559,0.9069717656343073,True,physical_512_byte_pages
refinement_router_full_int2,1024,55,0.7833319005758655,0.8758181264316749,0.8890563060104345,0.6961608773661032,0.872379040084299,0.9259810494697672,True,physical_512_byte_pages
refinement_router_rank1024_int4,64,55,0.2460182030994717,0.29449423542340325,0.34545000279021815,0.004812727264203148,0.2958046522875263,0.5624952586492189,True,physical_512_byte_pages
refinement_router_rank1024_int4,128,55,0.36112172114453306,0.40622616145429413,0.4488518137603571,0.01627733443663549,0.3999575514668672,0.6533489253591946,True,physical_512_byte_pages
refinement_router_rank1024_int4,256,55,0.49918346782525297,0.5486330866269351,0.5786837600722883,0.16314164844468773,0.5608680810744997,0.7419453154098878,True,physical_512_byte_pages
refinement_router_rank1024_int4,384,55,0.5844510544540409,0.6279056337299505,0.6519186437682541,0.333771576817941,0.6314938423034264,0.8065272060557559,True,physical_512_byte_pages
refinement_router_rank1024_int4,512,55,0.6358837371596484,0.6659137455651375,0.6909949573862928,0.45984342401195377,0.6759787588385744,0.8246064605817924,True,physical_512_byte_pages
refinement_router_rank1024_int4,688,55,0.663211674545019,0.6938864148668957,0.7194447924270446,0.4565650688106597,0.7015214496087008,0.8226067311355425,True,physical_512_byte_pages
refinement_router_rank1024_int4,728,55,0.6641810932010673,0.6970472193075252,0.722996740768586,0.4625055510037945,0.707827566114219,0.8193913871566628,True,physical_512_byte_pages
refinement_router_rank1024_int4,750,55,0.6653314061854902,0.6984404125320857,0.7231045494189411,0.4667773926488459,0.7136703359342901,0.8196316682989007,True,physical_512_byte_pages
refinement_router_rank1024_int4,752,55,0.666054148400763,0.6982671382948658,0.7231441226663874,0.45849433049960725,0.7149835273024526,0.8212518650443954,True,physical_512_byte_pages
refinement_router_rank1024_int4,758,55,0.6664476473028573,0.6985621342485139,0.7234479541054207,0.46626988143432263,0.7181586032942759,0.8257780906653222,True,physical_512_byte_pages
refinement_router_rank1024_int4,760,55,0.6670809148141691,0.6988838819653662,0.7234927698480235,0.4687267239840611,0.7156585185655719,0.8252349991461978,True,physical_512_byte_pages
refinement_router_rank1024_int4,764,55,0.666966879794102,0.6991015808016541,0.7244419619175004,0.4683586910985821,0.7149814795072043,0.8230798667511798,True,physical_512_byte_pages
refinement_router_rank1024_int4,768,55,0.667274339241585,0.6991678484715955,0.7250424292741905,0.4615991572838275,0.7167620810049007,0.827276850771557,True,physical_512_byte_pages
refinement_router_rank1024_int4,1024,55,0.6703817534562202,0.7051370698293189,0.7297833807542078,0.4468059018489539,0.7115583128255907,0.8389637144451138,True,physical_512_byte_pages
refinement_uniform_full_int2,64,55,0.22508466230956078,0.2733213004185261,0.33306358630778365,-0.16224976993245233,0.2756764027191164,0.4993145003652129,True,physical_512_byte_pages
refinement_uniform_full_int2,128,55,0.34795584805736357,0.3952997373509012,0.4529160561220454,0.03022600749904473,0.38939989397848673,0.6143206104347618,True,physical_512_byte_pages
refinement_uniform_full_int2,256,55,0.5052225017891774,0.5647146722251148,0.6132457885138302,0.34722086641144,0.6044136202794109,0.7454737642761604,True,physical_512_byte_pages
refinement_uniform_full_int2,384,55,0.6286868140710525,0.6810265626445968,0.7152401653473874,0.529078133773327,0.6907068912350962,0.8102473797070575,True,physical_512_byte_pages
refinement_uniform_full_int2,512,55,0.6854773017660708,0.7613177830313936,0.7899625191424843,0.648583410923575,0.7706835897805124,0.8647552293966968,True,physical_512_byte_pages
refinement_uniform_full_int2,688,55,0.7467412768726758,0.8335752125000795,0.8481362887830949,0.688242947253993,0.8469365682235701,0.9025242045067494,True,physical_512_byte_pages
refinement_uniform_full_int2,728,55,0.7521288377974551,0.8447309666845381,0.8574816710813663,0.6649955175254748,0.8580869956914533,0.9178724996759756,True,physical_512_byte_pages
refinement_uniform_full_int2,750,55,0.7623525233472205,0.8509792540220348,0.8610371039821624,0.7041884693842619,0.8370132488736943,0.9231540673685814,True,physical_512_byte_pages
refinement_uniform_full_int2,752,55,0.7639222144953686,0.8520965119003998,0.8610057849497326,0.7020724176317125,0.8462272437293236,0.923669732559304,True,physical_512_byte_pages
refinement_uniform_full_int2,758,55,0.7666826561019464,0.8532420674909761,0.8626838654887421,0.6897851749690859,0.8499598086515247,0.9234026365025948,True,physical_512_byte_pages
refinement_uniform_full_int2,760,55,0.7671786596073115,0.85376351716475,0.8629504317946795,0.6905410645322064,0.8459297915194842,0.9231106373931341,True,physical_512_byte_pages
refinement_uniform_full_int2,764,55,0.7684792264829238,0.8538857446922805,0.8641323153073805,0.6784170029547679,0.8403116438201084,0.9228289481222407,True,physical_512_byte_pages
refinement_uniform_full_int2,768,55,0.76746224739062,0.8544191116665726,0.8648086858222566,0.6717285389596539,0.8405692787466597,0.9230062159186503,True,physical_512_byte_pages
refinement_uniform_full_int2,1024,55,0.7777062431722811,0.8785353403079705,0.8887609871805213,0.7464514220161433,0.8702492066910552,0.937488589963443,True,physical_512_byte_pages
refinement_uniform_rank1024_int4,64,55,0.17610890567334364,0.2191392115728905,0.31302228557742334,-0.12349026516650782,0.21821157423056936,0.4785496613114323,True,physical_512_byte_pages
refinement_uniform_rank1024_int4,128,55,0.2561223931355515,0.31224480702966173,0.3959748729418806,-0.03908764667439017,0.3065392389002969,0.5359370234358608,True,physical_512_byte_pages
refinement_uniform_rank1024_int4,256,55,0.3507509107678164,0.41686174468590376,0.5136578112114903,0.1353016027650815,0.39147016773455967,0.6174195907042035,True,physical_512_byte_pages
refinement_uniform_rank1024_int4,384,55,0.40618434349470567,0.48245112051768924,0.5581653557586028,0.0768492135640993,0.4500299014466179,0.6673727188406956,True,physical_512_byte_pages
refinement_uniform_rank1024_int4,512,55,0.44276516588789894,0.525165108634787,0.5865628571102106,0.18643119108496195,0.5002108852220365,0.7381830572143959,True,physical_512_byte_pages
refinement_uniform_rank1024_int4,688,55,0.4678146429766989,0.5484447184366688,0.6153411296211377,0.18527316698186921,0.5533696607145369,0.7262009854985567,True,physical_512_byte_pages
refinement_uniform_rank1024_int4,728,55,0.47035100239303995,0.5495152905967537,0.6180722467747407,0.18018182464226085,0.5670927449816476,0.7314846010485714,True,physical_512_byte_pages
refinement_uniform_rank1024_int4,750,55,0.4705726490598253,0.5530572155344466,0.6185727332210766,0.18009527129939473,0.5642145876890609,0.7218167735752314,True,physical_512_byte_pages
refinement_uniform_rank1024_int4,752,55,0.47042221415505564,0.5524952007892427,0.6185784323634299,0.19569141204243728,0.561101685630214,0.7249027644318443,True,physical_512_byte_pages
refinement_uniform_rank1024_int4,758,55,0.4715496614112605,0.5529898272276439,0.6177737406229532,0.1973036058669502,0.5543411946127288,0.7277673688036504,True,physical_512_byte_pages
refinement_uniform_rank1024_int4,760,55,0.47143577429051386,0.5532083112167931,0.6177790054293277,0.20988840713638693,0.5545288528619796,0.7260293444515906,True,physical_512_byte_pages
refinement_uniform_rank1024_int4,764,55,0.47136455975103897,0.5538364555240309,0.6179012338626503,0.1984885222525304,0.5544854022378793,0.7237238909907835,True,physical_512_byte_pages
refinement_uniform_rank1024_int4,768,55,0.4711885467027166,0.5535409910711853,0.619597876281913,0.20238052535939485,0.5598840505264164,0.7214402857171747,True,physical_512_byte_pages
refinement_uniform_rank1024_int4,1024,55,0.47708770785357707,0.555562560991175,0.6212356542514186,0.26248989113991184,0.5540122214716996,0.7314300618124886,True,physical_512_byte_pages
