method,budget_bpw,layer,expert_id,expert_stratum,invocations,mean,median
nested_int16_prefix_generalized_native,2.0,39,37,median,4,0.47974061965942383,0.47268569469451904
nested_int16_prefix_generalized_native,2.0,39,43,cold,2,0.3265184462070465,0.3265184462070465
nested_int16_prefix_generalized_native,2.0,39,55,median,4,0.3592687100172043,0.3443131446838379
nested_int16_prefix_generalized_native,2.0,39,70,hot,4,0.4570390582084656,0.456512451171875
nested_int16_prefix_generalized_native,2.0,39,147,median,4,0.494227796792984,0.5034368634223938
nested_int16_prefix_generalized_native,2.0,39,189,hot,4,0.458450049161911,0.46704527735710144
nested_int16_prefix_generalized_native,2.0,39,193,median,4,0.43415163457393646,0.44393423199653625
nested_int16_prefix_generalized_native,2.0,39,235,hot,4,0.4609910249710083,0.5006904304027557
nested_int16_prefix_generalized_native,2.25,0,1,median,4,0.5679482072591782,0.6097114980220795
nested_int16_prefix_generalized_native,2.25,0,8,cold,1,0.4853397607803345,0.4853397607803345
nested_int16_prefix_generalized_native,2.25,0,17,cold,4,0.5967406034469604,0.5835650563240051
nested_int16_prefix_generalized_native,2.25,0,22,median,4,0.6659837067127228,0.7084954977035522
nested_int16_prefix_generalized_native,2.25,0,114,median,1,0.6084687113761902,0.6084687113761902
nested_int16_prefix_generalized_native,2.25,0,158,median,4,0.6551855206489563,0.7181626558303833
nested_int16_prefix_generalized_native,2.25,0,164,cold,3,0.6996171673138937,0.7083135843276978
nested_int16_prefix_generalized_native,2.25,0,181,hot,4,0.6068514734506607,0.5769287943840027
nested_int16_prefix_generalized_native,2.25,0,206,hot,4,0.7201724201440811,0.6987866759300232
nested_int16_prefix_generalized_native,2.25,0,238,hot,4,0.7243997156620026,0.7553639113903046
nested_int16_prefix_generalized_native,2.25,0,248,cold,4,0.5795992016792297,0.5892589390277863
nested_int16_prefix_generalized_native,2.25,0,252,hot,4,0.9108201563358307,0.9079871773719788
nested_int16_prefix_generalized_native,2.25,4,28,hot,4,0.5737553089857101,0.5428696274757385
nested_int16_prefix_generalized_native,2.25,4,36,median,4,0.3366994112730026,0.3251677453517914
nested_int16_prefix_generalized_native,2.25,4,82,median,4,0.5185661613941193,0.5181591510772705
nested_int16_prefix_generalized_native,2.25,4,111,cold,1,0.41329920291900635,0.41329920291900635
nested_int16_prefix_generalized_native,2.25,4,129,hot,4,0.4414398670196533,0.5180309414863586
nested_int16_prefix_generalized_native,2.25,4,134,hot,4,0.3928670585155487,0.3967565596103668
nested_int16_prefix_generalized_native,2.25,4,143,cold,1,0.45837992429733276,0.45837992429733276
nested_int16_prefix_generalized_native,2.25,4,154,hot,4,0.5653527230024338,0.5094851851463318
nested_int16_prefix_generalized_native,2.25,4,190,median,4,0.5442312657833099,0.5324096977710724
nested_int16_prefix_generalized_native,2.25,4,193,median,4,0.43899424374103546,0.38977524638175964
nested_int16_prefix_generalized_native,2.25,20,30,cold,1,0.4604417681694031,0.4604417681694031
nested_int16_prefix_generalized_native,2.25,20,44,median,3,0.40517346064249676,0.3903126120567322
nested_int16_prefix_generalized_native,2.25,20,45,median,1,0.2423924207687378,0.2423924207687378
nested_int16_prefix_generalized_native,2.25,20,72,hot,4,0.468997061252594,0.4069020450115204
nested_int16_prefix_generalized_native,2.25,20,142,median,3,0.5053198138872782,0.5129672288894653
nested_int16_prefix_generalized_native,2.25,20,148,hot,4,0.4629286974668503,0.4696119427680969
nested_int16_prefix_generalized_native,2.25,20,232,hot,4,0.5194561332464218,0.5601919591426849
nested_int16_prefix_generalized_native,2.25,20,240,hot,4,0.40328022837638855,0.34524789452552795
nested_int16_prefix_generalized_native,2.25,39,22,hot,4,0.49437880516052246,0.47361472249031067
nested_int16_prefix_generalized_native,2.25,39,37,median,4,0.5570085942745209,0.5589780807495117
nested_int16_prefix_generalized_native,2.25,39,43,cold,2,0.47491008043289185,0.47491008043289185
nested_int16_prefix_generalized_native,2.25,39,55,median,4,0.45211178064346313,0.43169668316841125
nested_int16_prefix_generalized_native,2.25,39,70,hot,4,0.5691939294338226,0.538079023361206
nested_int16_prefix_generalized_native,2.25,39,147,median,4,0.596278965473175,0.634118527173996
nested_int16_prefix_generalized_native,2.25,39,189,hot,4,0.5432829558849335,0.5462914705276489
nested_int16_prefix_generalized_native,2.25,39,193,median,4,0.5193596184253693,0.5692441761493683
nested_int16_prefix_generalized_native,2.25,39,235,hot,4,0.49633435904979706,0.534652441740036
nested_int16_prefix_generalized_native,3.0,0,1,median,4,0.6342788487672806,0.6634839475154877
nested_int16_prefix_generalized_native,3.0,0,8,cold,1,0.6711667776107788,0.6711667776107788
nested_int16_prefix_generalized_native,3.0,0,17,cold,4,0.7275801301002502,0.7320696413516998
nested_int16_prefix_generalized_native,3.0,0,22,median,4,0.8142493665218353,0.8190950453281403
nested_int16_prefix_generalized_native,3.0,0,114,median,1,0.7444239854812622,0.7444239854812622
nested_int16_prefix_generalized_native,3.0,0,158,median,4,0.8072756081819534,0.8257815539836884
nested_int16_prefix_generalized_native,3.0,0,164,cold,3,0.8235270977020264,0.8314632177352905
nested_int16_prefix_generalized_native,3.0,0,181,hot,4,0.8083959668874741,0.8169074654579163
nested_int16_prefix_generalized_native,3.0,0,206,hot,4,0.8439199328422546,0.8448704481124878
nested_int16_prefix_generalized_native,3.0,0,238,hot,4,0.8279269188642502,0.7968838214874268
nested_int16_prefix_generalized_native,3.0,0,248,cold,4,0.7320536524057388,0.7752875685691833
nested_int16_prefix_generalized_native,3.0,0,252,hot,4,0.9392817467451096,0.9392905831336975
nested_int16_prefix_generalized_native,3.0,4,28,hot,4,0.7283595651388168,0.7418297529220581
nested_int16_prefix_generalized_native,3.0,4,36,median,4,0.5573827624320984,0.5615668594837189
nested_int16_prefix_generalized_native,3.0,4,82,median,4,0.7250439524650574,0.7153290808200836
nested_int16_prefix_generalized_native,3.0,4,111,cold,1,0.5960836410522461,0.5960836410522461
nested_int16_prefix_generalized_native,3.0,4,129,hot,4,0.6291067004203796,0.671325147151947
nested_int16_prefix_generalized_native,3.0,4,134,hot,4,0.5792304575443268,0.5747907161712646
nested_int16_prefix_generalized_native,3.0,4,143,cold,1,0.6159846782684326,0.6159846782684326
nested_int16_prefix_generalized_native,3.0,4,154,hot,4,0.7123739719390869,0.6966995894908905
nested_int16_prefix_generalized_native,3.0,4,190,median,4,0.7748966366052628,0.797328919172287
nested_int16_prefix_generalized_native,3.0,4,193,median,4,0.6333775967359543,0.6078361570835114
nested_int16_prefix_generalized_native,3.0,20,30,cold,1,0.6227625608444214,0.6227625608444214
nested_int16_prefix_generalized_native,3.0,20,44,median,3,0.5764333009719849,0.5614720582962036
nested_int16_prefix_generalized_native,3.0,20,45,median,1,0.5986749529838562,0.5986749529838562
nested_int16_prefix_generalized_native,3.0,20,72,hot,4,0.636809304356575,0.6393669247627258
nested_int16_prefix_generalized_native,3.0,20,142,median,3,0.67759770154953,0.6290579438209534
nested_int16_prefix_generalized_native,3.0,20,148,hot,4,0.7105392068624496,0.711641788482666
nested_int16_prefix_generalized_native,3.0,20,232,hot,4,0.6976590603590012,0.7218426167964935
nested_int16_prefix_generalized_native,3.0,20,240,hot,4,0.6729387640953064,0.6516141295433044
nested_int16_prefix_generalized_native,3.0,39,22,hot,4,0.6896208375692368,0.6859193742275238
nested_int16_prefix_generalized_native,3.0,39,37,median,4,0.6618867665529251,0.6480950713157654
nested_int16_prefix_generalized_native,3.0,39,43,cold,2,0.678723007440567,0.678723007440567
nested_int16_prefix_generalized_native,3.0,39,55,median,4,0.5616850852966309,0.5618163347244263
nested_int16_prefix_generalized_native,3.0,39,70,hot,4,0.73044653236866,0.7104593217372894
nested_int16_prefix_generalized_native,3.0,39,147,median,4,0.7418585270643234,0.7600091397762299
nested_int16_prefix_generalized_native,3.0,39,189,hot,4,0.6384779363870621,0.6072407364845276
nested_int16_prefix_generalized_native,3.0,39,193,median,4,0.6524767279624939,0.638397216796875
nested_int16_prefix_generalized_native,3.0,39,235,hot,4,0.6237710863351822,0.6515482366085052
nested_int16_prefix_generalized_native,4.0,0,1,median,4,0.6625058650970459,0.7199379801750183
nested_int16_prefix_generalized_native,4.0,0,8,cold,1,0.6711667776107788,0.6711667776107788
nested_int16_prefix_generalized_native,4.0,0,17,cold,4,0.747927114367485,0.7676475644111633
nested_int16_prefix_generalized_native,4.0,0,22,median,4,0.8531920164823532,0.876552402973175
nested_int16_prefix_generalized_native,4.0,0,114,median,1,0.7444239854812622,0.7444239854812622
nested_int16_prefix_generalized_native,4.0,0,158,median,4,0.8275027573108673,0.8285774886608124
nested_int16_prefix_generalized_native,4.0,0,164,cold,3,0.839329719543457,0.8788710832595825
nested_int16_prefix_generalized_native,4.0,0,181,hot,4,0.8584415763616562,0.8491235077381134
nested_int16_prefix_generalized_native,4.0,0,206,hot,4,0.8523234874010086,0.8448704481124878
nested_int16_prefix_generalized_native,4.0,0,238,hot,4,0.8666622787714005,0.8601595461368561
nested_int16_prefix_generalized_native,4.0,0,248,cold,4,0.7444927841424942,0.7755301296710968
nested_int16_prefix_generalized_native,4.0,0,252,hot,4,0.9417729675769806,0.9434362351894379
nested_int16_prefix_generalized_native,4.0,4,28,hot,4,0.755523070693016,0.7418297529220581
nested_int16_prefix_generalized_native,4.0,4,36,median,4,0.5609166026115417,0.5686345398426056
nested_int16_prefix_generalized_native,4.0,4,82,median,4,0.7250439524650574,0.7153290808200836
nested_int16_prefix_generalized_native,4.0,4,111,cold,1,0.5960836410522461,0.5960836410522461
nested_int16_prefix_generalized_native,4.0,4,129,hot,4,0.6513454020023346,0.6991151571273804
nested_int16_prefix_generalized_native,4.0,4,134,hot,4,0.5821118354797363,0.5805534720420837
nested_int16_prefix_generalized_native,4.0,4,143,cold,1,0.6159846782684326,0.6159846782684326
nested_int16_prefix_generalized_native,4.0,4,154,hot,4,0.7273238003253937,0.6985476911067963
nested_int16_prefix_generalized_native,4.0,4,190,median,4,0.8006376326084137,0.803838461637497
nested_int16_prefix_generalized_native,4.0,4,193,median,4,0.6512371450662613,0.6078361570835114
nested_int16_prefix_generalized_native,4.0,20,30,cold,1,0.6243599653244019,0.6243599653244019
nested_int16_prefix_generalized_native,4.0,20,44,median,3,0.5764333009719849,0.5614720582962036
nested_int16_prefix_generalized_native,4.0,20,45,median,1,0.5986749529838562,0.5986749529838562
nested_int16_prefix_generalized_native,4.0,20,72,hot,4,0.6490818560123444,0.6393669247627258
nested_int16_prefix_generalized_native,4.0,20,142,median,3,0.6957139372825623,0.6614577770233154
nested_int16_prefix_generalized_native,4.0,20,148,hot,4,0.7105392068624496,0.711641788482666
nested_int16_prefix_generalized_native,4.0,20,232,hot,4,0.7064864039421082,0.7218426167964935
nested_int16_prefix_generalized_native,4.0,20,240,hot,4,0.6729387640953064,0.6516141295433044
nested_int16_prefix_generalized_native,4.0,39,22,hot,4,0.7336986362934113,0.7546054422855377
nested_int16_prefix_generalized_native,4.0,39,37,median,4,0.7908828258514404,0.8100207448005676
nested_int16_prefix_generalized_native,4.0,39,43,cold,2,0.7215303182601929,0.7215303182601929
nested_int16_prefix_generalized_native,4.0,39,55,median,4,0.566831111907959,0.5618163347244263
nested_int16_prefix_generalized_native,4.0,39,70,hot,4,0.7917557507753372,0.8009090423583984
nested_int16_prefix_generalized_native,4.0,39,147,median,4,0.7902275621891022,0.7832354605197906
nested_int16_prefix_generalized_native,4.0,39,189,hot,4,0.7617872208356857,0.7730506360530853
nested_int16_prefix_generalized_native,4.0,39,193,median,4,0.6880618631839752,0.7056941390037537
nested_int16_prefix_generalized_native,4.0,39,235,hot,4,0.6938479542732239,0.6920233368873596
rrq_generalized_heterogeneous,0.75,0,1,median,4,0.23231467604637146,0.23452410101890564
rrq_generalized_heterogeneous,0.75,0,8,cold,1,0.15556281805038452,0.15556281805038452
rrq_generalized_heterogeneous,0.75,0,17,cold,4,0.15764346718788147,0.16754907369613647
rrq_generalized_heterogeneous,0.75,0,22,median,4,0.32179489731788635,0.2992020547389984
rrq_generalized_heterogeneous,0.75,0,114,median,1,0.09582817554473877,0.09582817554473877
rrq_generalized_heterogeneous,0.75,0,158,median,4,0.30919574201107025,0.28328022360801697
rrq_generalized_heterogeneous,0.75,0,164,cold,3,0.20996246735254923,0.2447386384010315
rrq_generalized_heterogeneous,0.75,0,181,hot,4,0.24873150885105133,0.2383182942867279
rrq_generalized_heterogeneous,0.75,0,206,hot,4,0.24118934571743011,0.22641825675964355
rrq_generalized_heterogeneous,0.75,0,238,hot,4,0.2743062227964401,0.2748416066169739
rrq_generalized_heterogeneous,0.75,0,248,cold,4,0.16964992880821228,0.19652628898620605
rrq_generalized_heterogeneous,0.75,0,252,hot,4,0.12551690638065338,0.12717324495315552
rrq_generalized_heterogeneous,0.75,4,28,hot,4,0.25179678201675415,0.279829740524292
rrq_generalized_heterogeneous,0.75,4,36,median,4,0.111482173204422,0.07077932357788086
rrq_generalized_heterogeneous,0.75,4,82,median,4,0.4206583499908447,0.45577025413513184
rrq_generalized_heterogeneous,0.75,4,111,cold,1,0.0,0.0
rrq_generalized_heterogeneous,0.75,4,129,hot,4,0.2911042869091034,0.312755286693573
rrq_generalized_heterogeneous,0.75,4,134,hot,4,0.1900540143251419,0.1958250105381012
rrq_generalized_heterogeneous,0.75,4,143,cold,1,5.960464477539063e-08,5.960464477539063e-08
rrq_generalized_heterogeneous,0.75,4,154,hot,4,0.240057572722435,0.28557726740837097
rrq_generalized_heterogeneous,0.75,4,190,median,4,0.28870387375354767,0.2929301857948303
rrq_generalized_heterogeneous,0.75,4,193,median,4,0.3078448474407196,0.33402878046035767
rrq_generalized_heterogeneous,0.75,20,30,cold,1,0.3317186236381531,0.3317186236381531
rrq_generalized_heterogeneous,0.75,20,44,median,3,0.2684484124183655,0.2479298710823059
rrq_generalized_heterogeneous,0.75,20,45,median,1,0.08153605461120605,0.08153605461120605
rrq_generalized_heterogeneous,0.75,20,72,hot,4,0.3541065603494644,0.36023005843162537
rrq_generalized_heterogeneous,0.75,20,142,median,3,0.20731969674428305,0.14257532358169556
rrq_generalized_heterogeneous,0.75,20,148,hot,4,0.1867576688528061,0.15897732973098755
rrq_generalized_heterogeneous,0.75,20,232,hot,4,0.5010892748832703,0.5235597193241119
rrq_generalized_heterogeneous,0.75,20,240,hot,4,0.21074433624744415,0.18961909413337708
rrq_generalized_heterogeneous,0.75,39,22,hot,4,0.32441002130508423,0.3265083134174347
rrq_generalized_heterogeneous,0.75,39,37,median,4,0.3296470046043396,0.3250483572483063
rrq_generalized_heterogeneous,0.75,39,43,cold,2,0.09665137529373169,0.09665137529373169
rrq_generalized_heterogeneous,0.75,39,55,median,4,0.23614761233329773,0.24461039900779724
rrq_generalized_heterogeneous,0.75,39,70,hot,4,0.1503475308418274,0.15886428952217102
rrq_generalized_heterogeneous,0.75,39,147,median,4,0.08350624144077301,0.04188662767410278
rrq_generalized_heterogeneous,0.75,39,189,hot,4,0.27247779071331024,0.26040276885032654
rrq_generalized_heterogeneous,0.75,39,193,median,4,0.14323917031288147,0.08485299348831177
rrq_generalized_heterogeneous,0.75,39,235,hot,4,0.31039975583553314,0.36678004264831543
rrq_generalized_heterogeneous,1.0,0,1,median,4,0.3791133612394333,0.38260117173194885
rrq_generalized_heterogeneous,1.0,0,8,cold,1,0.4304371476173401,0.4304371476173401
rrq_generalized_heterogeneous,1.0,0,17,cold,4,0.4302065521478653,0.44272467494010925
rrq_generalized_heterogeneous,1.0,0,22,median,4,0.4265618324279785,0.41944852471351624
rrq_generalized_heterogeneous,1.0,0,114,median,1,0.6799662113189697,0.6799662113189697
rrq_generalized_heterogeneous,1.0,0,158,median,4,0.4232229143381119,0.3762228786945343
rrq_generalized_heterogeneous,1.0,0,164,cold,3,0.4513509273529053,0.46061986684799194
rrq_generalized_heterogeneous,1.0,0,181,hot,4,0.38713662326335907,0.38179659843444824
rrq_generalized_heterogeneous,1.0,0,206,hot,4,0.42479220032691956,0.4331756830215454
rrq_generalized_heterogeneous,1.0,0,238,hot,4,0.481449231505394,0.4280526041984558
rrq_generalized_heterogeneous,1.0,0,248,cold,4,0.3507153242826462,0.3408845067024231
rrq_generalized_heterogeneous,1.0,0,252,hot,4,0.7541615962982178,0.7679321765899658
rrq_generalized_heterogeneous,1.0,4,28,hot,4,0.3698267936706543,0.37080880999565125
rrq_generalized_heterogeneous,1.0,4,36,median,4,0.3748995512723923,0.3628467321395874
rrq_generalized_heterogeneous,1.0,4,82,median,4,0.4647968113422394,0.45577025413513184
rrq_generalized_heterogeneous,1.0,4,111,cold,1,0.4489220976829529,0.4489220976829529
rrq_generalized_heterogeneous,1.0,4,129,hot,4,0.3893812298774719,0.3899899423122406
rrq_generalized_heterogeneous,1.0,4,134,hot,4,0.4062064588069916,0.4007644057273865
rrq_generalized_heterogeneous,1.0,4,143,cold,1,0.36438101530075073,0.36438101530075073
rrq_generalized_heterogeneous,1.0,4,154,hot,4,0.3947180509567261,0.3878003656864166
rrq_generalized_heterogeneous,1.0,4,190,median,4,0.4230623096227646,0.40951624512672424
rrq_generalized_heterogeneous,1.0,4,193,median,4,0.35975509881973267,0.35664552450180054
rrq_generalized_heterogeneous,1.0,20,30,cold,1,0.3317186236381531,0.3317186236381531
rrq_generalized_heterogeneous,1.0,20,44,median,3,0.3333599368731181,0.3378732204437256
rrq_generalized_heterogeneous,1.0,20,45,median,1,0.38825684785842896,0.38825684785842896
rrq_generalized_heterogeneous,1.0,20,72,hot,4,0.3612366169691086,0.3704048991203308
rrq_generalized_heterogeneous,1.0,20,142,median,3,0.49877361456553143,0.4906325340270996
rrq_generalized_heterogeneous,1.0,20,148,hot,4,0.4317506402730942,0.43495601415634155
rrq_generalized_heterogeneous,1.0,20,232,hot,4,0.5010892748832703,0.5235597193241119
rrq_generalized_heterogeneous,1.0,20,240,hot,4,0.38516466319561005,0.3551466763019562
rrq_generalized_heterogeneous,1.0,39,22,hot,4,0.40512150526046753,0.41194015741348267
rrq_generalized_heterogeneous,1.0,39,37,median,4,0.5112878084182739,0.5036920011043549
rrq_generalized_heterogeneous,1.0,39,43,cold,2,0.4723461866378784,0.4723461866378784
rrq_generalized_heterogeneous,1.0,39,55,median,4,0.38632234930992126,0.4187040627002716
rrq_generalized_heterogeneous,1.0,39,70,hot,4,0.40648408234119415,0.41757088899612427
rrq_generalized_heterogeneous,1.0,39,147,median,4,0.47965528070926666,0.4902568459510803
rrq_generalized_heterogeneous,1.0,39,189,hot,4,0.4254479706287384,0.4288094639778137
rrq_generalized_heterogeneous,1.0,39,193,median,4,0.5117931813001633,0.5377216637134552
rrq_generalized_heterogeneous,1.0,39,235,hot,4,0.3622490465641022,0.3718777298927307
rrq_generalized_heterogeneous,1.25,0,1,median,4,0.3791133612394333,0.38260117173194885
rrq_generalized_heterogeneous,1.25,0,8,cold,1,0.4304371476173401,0.4304371476173401
rrq_generalized_heterogeneous,1.25,0,17,cold,4,0.4302065521478653,0.44272467494010925
rrq_generalized_heterogeneous,1.25,0,22,median,4,0.4265618324279785,0.41944852471351624
rrq_generalized_heterogeneous,1.25,0,114,median,1,0.6799662113189697,0.6799662113189697
rrq_generalized_heterogeneous,1.25,0,158,median,4,0.4232229143381119,0.3762228786945343
rrq_generalized_heterogeneous,1.25,0,164,cold,3,0.4513509273529053,0.46061986684799194
rrq_generalized_heterogeneous,1.25,0,181,hot,4,0.38713662326335907,0.38179659843444824
rrq_generalized_heterogeneous,1.25,0,206,hot,4,0.42479220032691956,0.4331756830215454
rrq_generalized_heterogeneous,1.25,0,238,hot,4,0.481449231505394,0.4280526041984558
rrq_generalized_heterogeneous,1.25,0,248,cold,4,0.3507153242826462,0.3408845067024231
rrq_generalized_heterogeneous,1.25,0,252,hot,4,0.7541615962982178,0.7679321765899658
rrq_generalized_heterogeneous,1.25,4,28,hot,4,0.3698267936706543,0.37080880999565125
rrq_generalized_heterogeneous,1.25,4,36,median,4,0.3748995512723923,0.3628467321395874
rrq_generalized_heterogeneous,1.25,4,82,median,4,0.4647968113422394,0.45577025413513184
rrq_generalized_heterogeneous,1.25,4,111,cold,1,0.4489220976829529,0.4489220976829529
rrq_generalized_heterogeneous,1.25,4,129,hot,4,0.3893812298774719,0.3899899423122406
rrq_generalized_heterogeneous,1.25,4,134,hot,4,0.4062064588069916,0.4007644057273865
rrq_generalized_heterogeneous,1.25,4,143,cold,1,0.36438101530075073,0.36438101530075073
rrq_generalized_heterogeneous,1.25,4,154,hot,4,0.3947180509567261,0.3878003656864166
rrq_generalized_heterogeneous,1.25,4,190,median,4,0.4230623096227646,0.40951624512672424
rrq_generalized_heterogeneous,1.25,4,193,median,4,0.35975509881973267,0.35664552450180054
rrq_generalized_heterogeneous,1.25,20,30,cold,1,0.3317186236381531,0.3317186236381531
rrq_generalized_heterogeneous,1.25,20,44,median,3,0.3333599368731181,0.3378732204437256
rrq_generalized_heterogeneous,1.25,20,45,median,1,0.38825684785842896,0.38825684785842896
rrq_generalized_heterogeneous,1.25,20,72,hot,4,0.3612366169691086,0.3704048991203308
rrq_generalized_heterogeneous,1.25,20,142,median,3,0.49877361456553143,0.4906325340270996
rrq_generalized_heterogeneous,1.25,20,148,hot,4,0.4317506402730942,0.43495601415634155
rrq_generalized_heterogeneous,1.25,20,232,hot,4,0.5010892748832703,0.5235597193241119
rrq_generalized_heterogeneous,1.25,20,240,hot,4,0.38516466319561005,0.3551466763019562
rrq_generalized_heterogeneous,1.25,39,22,hot,4,0.40512150526046753,0.41194015741348267
rrq_generalized_heterogeneous,1.25,39,37,median,4,0.5112878084182739,0.5036920011043549
rrq_generalized_heterogeneous,1.25,39,43,cold,2,0.4723461866378784,0.4723461866378784
rrq_generalized_heterogeneous,1.25,39,55,median,4,0.38632234930992126,0.4187040627002716
rrq_generalized_heterogeneous,1.25,39,70,hot,4,0.40648408234119415,0.41757088899612427
rrq_generalized_heterogeneous,1.25,39,147,median,4,0.47965528070926666,0.4902568459510803
rrq_generalized_heterogeneous,1.25,39,189,hot,4,0.4254479706287384,0.4288094639778137
rrq_generalized_heterogeneous,1.25,39,193,median,4,0.5117931813001633,0.5377216637134552
rrq_generalized_heterogeneous,1.25,39,235,hot,4,0.3622490465641022,0.3718777298927307
rrq_generalized_heterogeneous,1.5,0,1,median,4,0.3791133612394333,0.38260117173194885
rrq_generalized_heterogeneous,1.5,0,8,cold,1,0.4304371476173401,0.4304371476173401
rrq_generalized_heterogeneous,1.5,0,17,cold,4,0.4302065521478653,0.44272467494010925
rrq_generalized_heterogeneous,1.5,0,22,median,4,0.4265618324279785,0.41944852471351624
rrq_generalized_heterogeneous,1.5,0,114,median,1,0.6799662113189697,0.6799662113189697
rrq_generalized_heterogeneous,1.5,0,158,median,4,0.4232229143381119,0.3762228786945343
rrq_generalized_heterogeneous,1.5,0,164,cold,3,0.4513509273529053,0.46061986684799194
rrq_generalized_heterogeneous,1.5,0,181,hot,4,0.38713662326335907,0.38179659843444824
rrq_generalized_heterogeneous,1.5,0,206,hot,4,0.42479220032691956,0.4331756830215454
rrq_generalized_heterogeneous,1.5,0,238,hot,4,0.481449231505394,0.4280526041984558
rrq_generalized_heterogeneous,1.5,0,248,cold,4,0.3507153242826462,0.3408845067024231
rrq_generalized_heterogeneous,1.5,0,252,hot,4,0.7541615962982178,0.7679321765899658
rrq_generalized_heterogeneous,1.5,4,28,hot,4,0.3698267936706543,0.37080880999565125
rrq_generalized_heterogeneous,1.5,4,36,median,4,0.3748995512723923,0.3628467321395874
rrq_generalized_heterogeneous,1.5,4,82,median,4,0.4647968113422394,0.45577025413513184
rrq_generalized_heterogeneous,1.5,4,111,cold,1,0.4489220976829529,0.4489220976829529
rrq_generalized_heterogeneous,1.5,4,129,hot,4,0.3893812298774719,0.3899899423122406
rrq_generalized_heterogeneous,1.5,4,134,hot,4,0.4062064588069916,0.4007644057273865
rrq_generalized_heterogeneous,1.5,4,143,cold,1,0.36438101530075073,0.36438101530075073
rrq_generalized_heterogeneous,1.5,4,154,hot,4,0.3947180509567261,0.3878003656864166
rrq_generalized_heterogeneous,1.5,4,190,median,4,0.4230623096227646,0.40951624512672424
rrq_generalized_heterogeneous,1.5,4,193,median,4,0.35975509881973267,0.35664552450180054
rrq_generalized_heterogeneous,1.5,20,30,cold,1,0.3317186236381531,0.3317186236381531
rrq_generalized_heterogeneous,1.5,20,44,median,3,0.3333599368731181,0.3378732204437256
rrq_generalized_heterogeneous,1.5,20,45,median,1,0.38825684785842896,0.38825684785842896
rrq_generalized_heterogeneous,1.5,20,72,hot,4,0.3612366169691086,0.3704048991203308
rrq_generalized_heterogeneous,1.5,20,142,median,3,0.49877361456553143,0.4906325340270996
rrq_generalized_heterogeneous,1.5,20,148,hot,4,0.4317506402730942,0.43495601415634155
rrq_generalized_heterogeneous,1.5,20,232,hot,4,0.5010892748832703,0.5235597193241119
rrq_generalized_heterogeneous,1.5,20,240,hot,4,0.38516466319561005,0.3551466763019562
rrq_generalized_heterogeneous,1.5,39,22,hot,4,0.40512150526046753,0.41194015741348267
rrq_generalized_heterogeneous,1.5,39,37,median,4,0.5112878084182739,0.5036920011043549
rrq_generalized_heterogeneous,1.5,39,43,cold,2,0.4723461866378784,0.4723461866378784
rrq_generalized_heterogeneous,1.5,39,55,median,4,0.38632234930992126,0.4187040627002716
rrq_generalized_heterogeneous,1.5,39,70,hot,4,0.40648408234119415,0.41757088899612427
rrq_generalized_heterogeneous,1.5,39,147,median,4,0.47965528070926666,0.4902568459510803
rrq_generalized_heterogeneous,1.5,39,189,hot,4,0.4254479706287384,0.4288094639778137
rrq_generalized_heterogeneous,1.5,39,193,median,4,0.5117931813001633,0.5377216637134552
rrq_generalized_heterogeneous,1.5,39,235,hot,4,0.3622490465641022,0.3718777298927307
rrq_generalized_heterogeneous,2.0,0,1,median,4,0.602381631731987,0.6315743923187256
rrq_generalized_heterogeneous,2.0,0,8,cold,1,0.655193567276001,0.655193567276001
rrq_generalized_heterogeneous,2.0,0,17,cold,4,0.6482696086168289,0.6623418629169464
rrq_generalized_heterogeneous,2.0,0,22,median,4,0.7107962816953659,0.7084734737873077
rrq_generalized_heterogeneous,2.0,0,114,median,1,0.8545145988464355,0.8545145988464355
rrq_generalized_heterogeneous,2.0,0,158,median,4,0.715083435177803,0.7017777264118195
rrq_generalized_heterogeneous,2.0,0,164,cold,3,0.6876590450604757,0.7014861106872559
rrq_generalized_heterogeneous,2.0,0,181,hot,4,0.7265104651451111,0.7180240154266357
rrq_generalized_heterogeneous,2.0,0,206,hot,4,0.6622525453567505,0.6720770001411438
rrq_generalized_heterogeneous,2.0,0,238,hot,4,0.7715763002634048,0.7423489689826965
rrq_generalized_heterogeneous,2.0,0,248,cold,4,0.5919837057590485,0.5983332991600037
rrq_generalized_heterogeneous,2.0,0,252,hot,4,0.8863912224769592,0.8934362530708313
rrq_generalized_heterogeneous,2.0,4,28,hot,4,0.6361216306686401,0.6247543692588806
rrq_generalized_heterogeneous,2.0,4,36,median,4,0.6372313648462296,0.6324099600315094
rrq_generalized_heterogeneous,2.0,4,82,median,4,0.6820745468139648,0.6767520010471344
rrq_generalized_heterogeneous,2.0,4,111,cold,1,0.5616525411605835,0.5616525411605835
rrq_generalized_heterogeneous,2.0,4,129,hot,4,0.6244148463010788,0.60518479347229
rrq_generalized_heterogeneous,2.0,4,134,hot,4,0.6586049795150757,0.6516933143138885
rrq_generalized_heterogeneous,2.0,4,143,cold,1,0.5530834197998047,0.5530834197998047
rrq_generalized_heterogeneous,2.0,4,154,hot,4,0.673362985253334,0.6624743044376373
rrq_generalized_heterogeneous,2.0,4,190,median,4,0.7086932361125946,0.7275942265987396
rrq_generalized_heterogeneous,2.0,4,193,median,4,0.6217002123594284,0.6006003022193909
rrq_generalized_heterogeneous,2.0,20,30,cold,1,0.5829806923866272,0.5829806923866272
