method,requested_rank,fit,coefficient_bits,down_physical_bpw,invocations,mean_recovery,median_recovery,p10_recovery,p90_recovery
B3_action_cluster_4,256,activation_ls,16,1.03125,8,0.3395649567246437,0.36032339930534363,0.04223970174789431,0.5924076080322265
B3_action_cluster_4,256,activation_ls,16,1.65625,12,0.4034903446833293,0.41066861152648926,0.048108786344528205,0.7345489144325257
B3_action_cluster_4,256,activation_ls,16,1.78125,8,0.8294157013297081,0.8774332106113434,0.6921985507011413,0.9312496781349182
B3_action_cluster_4,256,activation_ls,16,1.90625,23,0.6408024482105089,0.894791305065155,-0.004906439781188961,0.9987869262695312
B3_action_cluster_4,256,activation_ls,16,2.03125,35,0.3558125376701355,0.3174111247062683,0.04976640939712526,0.7116508483886719
B3_action_cluster_4,256,projection,4,0.03125,6,0.0993940035502116,0.029779821634292603,0.021856248378753662,0.2465459406375885
B3_action_cluster_4,256,projection,4,0.0625,17,0.23292800608803244,0.11849486827850342,-0.036387395858764646,0.6493201017379762
B3_action_cluster_4,256,projection,4,0.28125,32,0.5149622242897749,0.5189156532287598,0.13311840891838075,0.9286153793334964
B3_action_cluster_4,256,projection,4,0.4375,12,0.4508033146460851,0.5273441672325134,0.08136947154998779,0.7452935039997101
B3_action_cluster_4,256,projection,4,0.5,31,0.6963138580322266,0.8775157928466797,0.008005201816558838,0.994718074798584
B3_action_cluster_4,256,projection,4,0.5625,35,0.3978219441005162,0.42406129837036133,0.06622352600097657,0.7021880745887756
B3_action_cluster_4,256,projection,8,0.03125,6,0.09709510207176208,0.030215144157409668,0.014562219381332397,0.2465079426765442
B3_action_cluster_4,256,projection,8,0.09375,13,0.19965764192434457,0.1119571328163147,-0.03008017539978027,0.6995354771614076
B3_action_cluster_4,256,projection,8,0.125,4,0.3397296667098999,0.33668822050094604,0.1158089280128479,0.5660835623741151
B3_action_cluster_4,256,projection,8,0.5,10,0.7264220416545868,0.8297305107116699,0.4566699981689453,0.9861814856529236
B3_action_cluster_4,256,projection,8,0.53125,22,0.42838533087210223,0.4462788701057434,0.12429320812225342,0.6678650259971619
B3_action_cluster_4,256,projection,8,0.84375,12,0.4548086921374003,0.529799222946167,0.07951772809028626,0.737315309047699
B3_action_cluster_4,256,projection,8,0.9375,8,0.8571755066514015,0.8821770250797272,0.7497607409954071,0.9535487115383148
B3_action_cluster_4,256,projection,8,0.96875,23,0.6472180278404899,0.8873621225357056,-0.05154734849929808,0.9992071509361267
B3_action_cluster_4,256,projection,8,1.0625,35,0.40394607441765923,0.44413071870803833,0.060800027847290064,0.7203342080116273
B3_action_cluster_4,256,projection,16,0.03125,2,0.2464589774608612,0.2464589774608612,0.1899706780910492,0.30294727683067324
B3_action_cluster_4,256,projection,16,0.0625,4,0.022655323147773743,0.025380760431289673,0.011772972345352174,0.03135732412338257
B3_action_cluster_4,256,projection,16,0.15625,5,0.08840355873107911,0.11178076267242432,0.021201920509338383,0.13212811946868896
B3_action_cluster_4,256,projection,16,0.1875,8,0.2689228355884552,0.1537005603313446,-0.09543976783752439,0.7666172325611115
B3_action_cluster_4,256,projection,16,0.21875,4,0.3399902731180191,0.33651086688041687,0.11632718443870545,0.5664368867874146
B3_action_cluster_4,256,projection,16,0.96875,10,0.7261612355709076,0.8287503719329834,0.45601458549499513,0.9861028730869293
B3_action_cluster_4,256,projection,16,1.0,14,0.44059017300605774,0.4751288890838623,0.13934426307678222,0.6673820972442627
B3_action_cluster_4,256,projection,16,1.03125,8,0.40678517520427704,0.40991926193237305,0.18109053969383243,0.6027968525886536
B3_action_cluster_4,256,projection,16,1.65625,12,0.4548456072807312,0.5307352840900421,0.07838757634162903,0.7383550643920899
B3_action_cluster_4,256,projection,16,1.78125,8,0.8574384227395058,0.8828946948051453,0.7497264564037323,0.9535286605358124
B3_action_cluster_4,256,projection,16,1.90625,23,0.6470154938490494,0.8864421844482422,-0.051182293891906726,0.9992347836494446
B3_action_cluster_4,256,projection,16,2.03125,35,0.40396682875497003,0.44438958168029785,0.062154161930084245,0.720879864692688
B3_action_cluster_4,512,activation_ls,4,0.03125,6,0.08719358841578166,0.029004693031311035,-0.019259870052337646,0.2518359422683716
B3_action_cluster_4,512,activation_ls,4,0.0625,17,0.22679956169689403,0.11503595113754272,-0.009823381900787347,0.6083912372589112
B3_action_cluster_4,512,activation_ls,4,0.28125,32,0.49162939563393593,0.49771955609321594,0.10607885122299195,0.9433859944343568
B3_action_cluster_4,512,activation_ls,4,0.4375,12,0.40406186878681183,0.4219379425048828,0.058893185853958134,0.7333769619464875
B3_action_cluster_4,512,activation_ls,4,0.5,31,0.6863045865489591,0.8812383413314819,0.027545392513275146,0.9925017952919006
B3_action_cluster_4,512,activation_ls,4,0.65625,20,0.3537833273410797,0.36040201783180237,-0.04688349962234496,0.7463622272014618
B3_action_cluster_4,512,activation_ls,4,0.875,15,0.3962656378746033,0.3407543897628784,0.15425636768341064,0.6549952626228333
B3_action_cluster_4,512,activation_ls,8,0.03125,6,0.08893190821011861,0.021284401416778564,-0.007020115852355957,0.2525314390659332
B3_action_cluster_4,512,activation_ls,8,0.09375,13,0.20231928733678964,0.10286450386047363,-0.04342215061187743,0.6866538286209108
B3_action_cluster_4,512,activation_ls,8,0.125,4,0.3226717412471771,0.31601253151893616,0.12292268872261047,0.5277481615543366
B3_action_cluster_4,512,activation_ls,8,0.5,10,0.7135037422180176,0.8188124895095825,0.3828899025917053,0.9810545206069946
B3_action_cluster_4,512,activation_ls,8,0.53125,22,0.39598841016942804,0.39410868287086487,0.10171577334403992,0.6890545904636385
B3_action_cluster_4,512,activation_ls,8,0.84375,12,0.4040014495452245,0.4104968309402466,0.049120634794235236,0.7348904013633728
B3_action_cluster_4,512,activation_ls,8,0.9375,8,0.8297140151262283,0.8775614500045776,0.6934347331523896,0.9312937974929809
B3_action_cluster_4,512,activation_ls,8,0.96875,23,0.6406063644782357,0.8948677778244019,-0.004764831066131588,0.9986594557762146
B3_action_cluster_4,512,activation_ls,8,1.28125,20,0.35777145624160767,0.3450494110584259,-0.023562479019165028,0.7391044914722443
B3_action_cluster_4,512,activation_ls,8,1.71875,15,0.39804120461146036,0.3582150340080261,0.147796893119812,0.6574976801872253
B3_action_cluster_4,512,activation_ls,16,0.03125,2,0.25264275074005127,0.25264275074005127,0.19073288440704345,0.3145526170730591
B3_action_cluster_4,512,activation_ls,16,0.0625,4,0.007070466876029968,0.012591451406478882,-0.013613551855087279,0.023337697982788088
B3_action_cluster_4,512,activation_ls,16,0.15625,5,0.07657389640808106,0.10269761085510254,0.01618492603302002,0.11835982799530029
B3_action_cluster_4,512,activation_ls,16,0.1875,8,0.2802990674972534,0.15978282690048218,-0.097573983669281,0.7671315729618072
B3_action_cluster_4,512,activation_ls,16,0.21875,4,0.3226226717233658,0.31592223048210144,0.12374011874198913,0.5268655776977539
B3_action_cluster_4,512,activation_ls,16,0.96875,10,0.7135668635368347,0.8193370997905731,0.38240712881088257,0.9811255097389221
B3_action_cluster_4,512,activation_ls,16,1.0,14,0.4278597320829119,0.49675729870796204,0.1038784146308899,0.6768443703651429
B3_action_cluster_4,512,activation_ls,16,1.03125,8,0.3395649567246437,0.36032339930534363,0.04223970174789431,0.5924076080322265
B3_action_cluster_4,512,activation_ls,16,1.65625,12,0.4034903446833293,0.41066861152648926,0.048108786344528205,0.7345489144325257
B3_action_cluster_4,512,activation_ls,16,1.78125,8,0.8294157013297081,0.8774332106113434,0.6921985507011413,0.9312496781349182
B3_action_cluster_4,512,activation_ls,16,1.90625,23,0.6408024482105089,0.894791305065155,-0.004906439781188961,0.9987869262695312
B3_action_cluster_4,512,activation_ls,16,2.46875,20,0.35817705988883974,0.3451797664165497,-0.022174012660980215,0.7393836379051208
B3_action_cluster_4,512,activation_ls,16,3.28125,15,0.39792640209198,0.35715949535369873,0.14623680114746093,0.6571485877037048
B3_action_cluster_4,512,projection,4,0.03125,6,0.0993940035502116,0.029779821634292603,0.021856248378753662,0.2465459406375885
B3_action_cluster_4,512,projection,4,0.0625,17,0.23292800608803244,0.11849486827850342,-0.036387395858764646,0.6493201017379762
B3_action_cluster_4,512,projection,4,0.28125,32,0.5149622242897749,0.5189156532287598,0.13311840891838075,0.9286153793334964
B3_action_cluster_4,512,projection,4,0.4375,12,0.4508033146460851,0.5273441672325134,0.08136947154998779,0.7452935039997101
B3_action_cluster_4,512,projection,4,0.5,31,0.6963138580322266,0.8775157928466797,0.008005201816558838,0.994718074798584
B3_action_cluster_4,512,projection,4,0.65625,20,0.4475913465023041,0.44730275869369507,0.16175630092620852,0.7731185257434845
B3_action_cluster_4,512,projection,4,0.875,15,0.522430419921875,0.5295297503471375,0.2469994068145752,0.7365966320037842
B3_action_cluster_4,512,projection,8,0.03125,6,0.09709510207176208,0.030215144157409668,0.014562219381332397,0.2465079426765442
B3_action_cluster_4,512,projection,8,0.09375,13,0.19965764192434457,0.1119571328163147,-0.03008017539978027,0.6995354771614076
B3_action_cluster_4,512,projection,8,0.125,4,0.3397296667098999,0.33668822050094604,0.1158089280128479,0.5660835623741151
B3_action_cluster_4,512,projection,8,0.5,10,0.7264220416545868,0.8297305107116699,0.4566699981689453,0.9861814856529236
B3_action_cluster_4,512,projection,8,0.53125,22,0.42838533087210223,0.4462788701057434,0.12429320812225342,0.6678650259971619
B3_action_cluster_4,512,projection,8,0.84375,12,0.4548086921374003,0.529799222946167,0.07951772809028626,0.737315309047699
B3_action_cluster_4,512,projection,8,0.9375,8,0.8571755066514015,0.8821770250797272,0.7497607409954071,0.9535487115383148
B3_action_cluster_4,512,projection,8,0.96875,23,0.6472180278404899,0.8873621225357056,-0.05154734849929808,0.9992071509361267
B3_action_cluster_4,512,projection,8,1.28125,20,0.4536622643470764,0.4877026677131653,0.1545196294784546,0.78828244805336
B3_action_cluster_4,512,projection,8,1.71875,15,0.5315431833267212,0.5752079486846924,0.27285600900650026,0.7386218786239624
B3_action_cluster_4,512,projection,16,0.03125,2,0.2464589774608612,0.2464589774608612,0.1899706780910492,0.30294727683067324
B3_action_cluster_4,512,projection,16,0.0625,4,0.022655323147773743,0.025380760431289673,0.011772972345352174,0.03135732412338257
B3_action_cluster_4,512,projection,16,0.15625,5,0.08840355873107911,0.11178076267242432,0.021201920509338383,0.13212811946868896
B3_action_cluster_4,512,projection,16,0.1875,8,0.2689228355884552,0.1537005603313446,-0.09543976783752439,0.7666172325611115
B3_action_cluster_4,512,projection,16,0.21875,4,0.3399902731180191,0.33651086688041687,0.11632718443870545,0.5664368867874146
B3_action_cluster_4,512,projection,16,0.96875,10,0.7261612355709076,0.8287503719329834,0.45601458549499513,0.9861028730869293
B3_action_cluster_4,512,projection,16,1.0,14,0.44059017300605774,0.4751288890838623,0.13934426307678222,0.6673820972442627
B3_action_cluster_4,512,projection,16,1.03125,8,0.40678517520427704,0.40991926193237305,0.18109053969383243,0.6027968525886536
B3_action_cluster_4,512,projection,16,1.65625,12,0.4548456072807312,0.5307352840900421,0.07838757634162903,0.7383550643920899
B3_action_cluster_4,512,projection,16,1.78125,8,0.8574384227395058,0.8828946948051453,0.7497264564037323,0.9535286605358124
B3_action_cluster_4,512,projection,16,1.90625,23,0.6470154938490494,0.8864421844482422,-0.051182293891906726,0.9992347836494446
B3_action_cluster_4,512,projection,16,2.46875,20,0.4535785675048828,0.48763135075569153,0.1534015774726868,0.7877547085285187
B3_action_cluster_4,512,projection,16,3.28125,15,0.5316158731778463,0.5746941566467285,0.2728322267532349,0.7385209321975708
B3_action_cluster_8,32,activation_ls,4,0.03125,6,0.03854308525721232,0.029004812240600586,-0.019259512424468994,0.10588395595550537
B3_action_cluster_8,32,activation_ls,4,0.0625,26,0.33938287313167864,0.3201432228088379,-0.024627327919006348,0.7396999895572662
B3_action_cluster_8,32,activation_ls,4,0.09375,101,0.41566106647548107,0.36815375089645386,0.028199434280395508,0.9104111194610596
B3_action_cluster_8,32,activation_ls,8,0.03125,6,0.03853886326154073,0.02128446102142334,-0.0070199668407440186,0.10135209560394287
B3_action_cluster_8,32,activation_ls,8,0.09375,17,0.25930143103880043,0.10297060012817383,-0.06619107723236084,0.7326162934303284
B3_action_cluster_8,32,activation_ls,8,0.125,9,0.5014953745736016,0.5173832774162292,0.14708653688430787,0.7824696898460388
B3_action_cluster_8,32,activation_ls,8,0.15625,101,0.41654571684280245,0.3665087819099426,0.03801792860031128,0.9222985506057739
B3_action_cluster_8,32,activation_ls,16,0.03125,2,0.1016375720500946,0.1016375720500946,0.100795978307724,0.10247916579246522
B3_action_cluster_8,32,activation_ls,16,0.0625,4,0.00707031786441803,0.012591719627380371,-0.013613390922546386,0.023336905241012576
B3_action_cluster_8,32,activation_ls,16,0.15625,1,-0.007662773132324219,-0.007662773132324219,-0.007662773132324219,-0.007662773132324219
B3_action_cluster_8,32,activation_ls,16,0.1875,16,0.275686826556921,0.11904364824295044,-0.07032036781311035,0.7336257100105286
B3_action_cluster_8,32,activation_ls,16,0.21875,9,0.5014223522610135,0.5162265300750732,0.14776833057403566,0.7822151541709901
B3_action_cluster_8,32,activation_ls,16,0.28125,101,0.41659747019852744,0.366382896900177,0.03756892681121826,0.9227769374847412
B3_action_cluster_8,32,projection,4,0.03125,6,0.05229821801185608,0.029779523611068726,0.02185654640197754,0.10525858402252197
B3_action_cluster_8,32,projection,4,0.0625,26,0.33711286233021664,0.31194648146629333,-0.035653650760650635,0.7488085627555847
B3_action_cluster_8,32,projection,4,0.09375,101,0.35787961860694506,0.2076670527458191,0.004201233386993408,0.8962516784667969
B3_action_cluster_8,32,projection,8,0.03125,6,0.05139551560084025,0.03021499514579773,0.014562487602233887,0.10940906405448914
B3_action_cluster_8,32,projection,8,0.09375,17,0.2522474211805007,0.11250072717666626,-0.053948473930358884,0.7422272443771363
B3_action_cluster_8,32,projection,8,0.125,9,0.4996885723537869,0.48266541957855225,0.16931833028793336,0.7958521485328675
B3_action_cluster_8,32,projection,8,0.15625,101,0.36019428826794764,0.20037305355072021,0.005849719047546387,0.8987295031547546
B3_action_cluster_8,32,projection,16,0.03125,2,0.10966333746910095,0.10966333746910095,0.1056430995464325,0.1136835753917694
B3_action_cluster_8,32,projection,16,0.0625,4,0.022653669118881226,0.025380849838256836,0.011770600080490114,0.03135499358177185
B3_action_cluster_8,32,projection,16,0.15625,1,-0.03217446804046631,-0.03217446804046631,-0.03217446804046631,-0.03217446804046631
B3_action_cluster_8,32,projection,16,0.1875,16,0.27013208344578743,0.11485037207603455,-0.04682660102844238,0.7449653446674347
B3_action_cluster_8,32,projection,16,0.21875,9,0.49996379348966813,0.4829348921775818,0.16902369260787964,0.7961629152297974
B3_action_cluster_8,32,projection,16,0.28125,101,0.36017914573744975,0.20017659664154053,0.006747603416442871,0.8985959887504578
B3_action_cluster_8,64,activation_ls,4,0.03125,6,0.03854308525721232,0.029004812240600586,-0.019259512424468994,0.10588395595550537
B3_action_cluster_8,64,activation_ls,4,0.0625,26,0.33938287313167864,0.3201432228088379,-0.024627327919006348,0.7396999895572662
B3_action_cluster_8,64,activation_ls,4,0.125,14,0.3937566237790244,0.3965378403663635,0.12694529294967652,0.6820356965065003
B3_action_cluster_8,64,activation_ls,4,0.15625,87,0.4636762196990265,0.4138832092285156,0.033422660827636716,0.9632212519645691
B3_action_cluster_8,64,activation_ls,8,0.03125,6,0.03853886326154073,0.02128446102142334,-0.0070199668407440186,0.10135209560394287
B3_action_cluster_8,64,activation_ls,8,0.09375,17,0.25930143103880043,0.10297060012817383,-0.06619107723236084,0.7326162934303284
B3_action_cluster_8,64,activation_ls,8,0.125,9,0.5014953745736016,0.5173832774162292,0.14708653688430787,0.7824696898460388
B3_action_cluster_8,64,activation_ls,8,0.1875,8,0.5733602941036224,0.59705451130867,0.4114331305027008,0.7004824161529541
B3_action_cluster_8,64,activation_ls,8,0.21875,6,0.14457942048708597,0.11787796020507812,0.08299031853675842,0.2328699827194214
B3_action_cluster_8,64,activation_ls,8,0.28125,87,0.4624038050914633,0.41664373874664307,0.03491824865341185,0.9719010710716247
B3_action_cluster_8,64,activation_ls,16,0.03125,2,0.1016375720500946,0.1016375720500946,0.100795978307724,0.10247916579246522
B3_action_cluster_8,64,activation_ls,16,0.0625,4,0.00707031786441803,0.012591719627380371,-0.013613390922546386,0.023336905241012576
B3_action_cluster_8,64,activation_ls,16,0.15625,1,-0.007662773132324219,-0.007662773132324219,-0.007662773132324219,-0.007662773132324219
B3_action_cluster_8,64,activation_ls,16,0.1875,16,0.275686826556921,0.11904364824295044,-0.07032036781311035,0.7336257100105286
B3_action_cluster_8,64,activation_ls,16,0.21875,9,0.5014223522610135,0.5162265300750732,0.14776833057403566,0.7822151541709901
B3_action_cluster_8,64,activation_ls,16,0.375,8,0.5735808908939362,0.5971419811248779,0.4116072356700897,0.7006491482257843
B3_action_cluster_8,64,activation_ls,16,0.40625,6,0.1446723242600759,0.11784976720809937,0.08306509256362915,0.23310211300849915
B3_action_cluster_8,64,activation_ls,16,0.53125,87,0.46236385011124886,0.4162753224372864,0.035042345523834215,0.9720093727111816
B3_action_cluster_8,64,projection,4,0.03125,6,0.05229821801185608,0.029779523611068726,0.02185654640197754,0.10525858402252197
B3_action_cluster_8,64,projection,4,0.0625,26,0.33711286233021664,0.31194648146629333,-0.035653650760650635,0.7488085627555847
B3_action_cluster_8,64,projection,4,0.125,14,0.42037347810609,0.4239825904369354,0.16783372759819032,0.6956945896148683
B3_action_cluster_8,64,projection,4,0.15625,87,0.4189745667337001,0.30005723237991333,-0.007743144035339359,0.960993242263794
B3_action_cluster_8,64,projection,8,0.03125,6,0.05139551560084025,0.03021499514579773,0.014562487602233887,0.10940906405448914
B3_action_cluster_8,64,projection,8,0.09375,17,0.2522474211805007,0.11250072717666626,-0.053948473930358884,0.7422272443771363
B3_action_cluster_8,64,projection,8,0.125,9,0.4996885723537869,0.48266541957855225,0.16931833028793336,0.7958521485328675
B3_action_cluster_8,64,projection,8,0.1875,8,0.5791808068752289,0.5996074676513672,0.4101340711116791,0.7412714183330535
B3_action_cluster_8,64,projection,8,0.21875,6,0.20741882920265198,0.19196811318397522,0.11792615056037903,0.3123622238636017
B3_action_cluster_8,64,projection,8,0.28125,87,0.42224211322850197,0.29366564750671387,-0.012154150009155278,0.9665641188621521
B3_action_cluster_8,64,projection,16,0.03125,2,0.10966333746910095,0.10966333746910095,0.1056430995464325,0.1136835753917694
B3_action_cluster_8,64,projection,16,0.0625,4,0.022653669118881226,0.025380849838256836,0.011770600080490114,0.03135499358177185
B3_action_cluster_8,64,projection,16,0.15625,1,-0.03217446804046631,-0.03217446804046631,-0.03217446804046631,-0.03217446804046631
B3_action_cluster_8,64,projection,16,0.1875,16,0.27013208344578743,0.11485037207603455,-0.04682660102844238,0.7449653446674347
B3_action_cluster_8,64,projection,16,0.21875,9,0.49996379348966813,0.4829348921775818,0.16902369260787964,0.7961629152297974
B3_action_cluster_8,64,projection,16,0.375,8,0.5790873244404793,0.5998237133026123,0.40936129093170165,0.7417180657386779
B3_action_cluster_8,64,projection,16,0.40625,6,0.207454651594162,0.1921328604221344,0.11737009882926941,0.31286099553108215
B3_action_cluster_8,64,projection,16,0.53125,87,0.4222940816276375,0.2933694124221802,-0.01137783527374268,0.9659500122070312
B3_action_cluster_8,128,activation_ls,4,0.03125,6,0.03854308525721232,0.029004812240600586,-0.019259512424468994,0.10588395595550537
B3_action_cluster_8,128,activation_ls,4,0.0625,26,0.33938287313167864,0.3201432228088379,-0.024627327919006348,0.7396999895572662
B3_action_cluster_8,128,activation_ls,4,0.125,14,0.3937566237790244,0.3965378403663635,0.12694529294967652,0.6820356965065003
B3_action_cluster_8,128,activation_ls,4,0.15625,12,0.7247568219900131,0.9211358428001404,0.1291522562503815,0.9839779138565063
B3_action_cluster_8,128,activation_ls,4,0.1875,8,0.48029613494873047,0.5198197066783905,-0.03177101612091064,0.9722359418869019
B3_action_cluster_8,128,activation_ls,4,0.21875,12,0.7599400033553442,0.7793585658073425,0.5851430535316468,0.9962060689926148
B3_action_cluster_8,128,activation_ls,4,0.28125,55,0.38160292126915674,0.32774144411087036,0.04839591979980469,0.7620633125305176
B3_action_cluster_8,128,activation_ls,8,0.03125,6,0.03853886326154073,0.02128446102142334,-0.0070199668407440186,0.10135209560394287
B3_action_cluster_8,128,activation_ls,8,0.09375,17,0.25930143103880043,0.10297060012817383,-0.06619107723236084,0.7326162934303284
B3_action_cluster_8,128,activation_ls,8,0.125,9,0.5014953745736016,0.5173832774162292,0.14708653688430787,0.7824696898460388
B3_action_cluster_8,128,activation_ls,8,0.1875,8,0.5733602941036224,0.59705451130867,0.4114331305027008,0.7004824161529541
B3_action_cluster_8,128,activation_ls,8,0.21875,6,0.14457942048708597,0.11787796020507812,0.08299031853675842,0.2328699827194214
B3_action_cluster_8,128,activation_ls,8,0.28125,7,0.689123409135001,0.8949423432350159,0.23561096191406253,0.9880069494247437
B3_action_cluster_8,128,activation_ls,8,0.3125,5,0.7827659368515014,0.951300859451294,0.430659556388855,0.9743939161300659
B3_action_cluster_8,128,activation_ls,8,0.34375,8,0.48112553358078003,0.5210584104061127,-0.03070828914642334,0.9739272177219391
B3_action_cluster_8,128,activation_ls,8,0.375,8,0.7582550346851349,0.8247181475162506,0.48577097058296204,0.9993981301784516
B3_action_cluster_8,128,activation_ls,8,0.4375,4,0.7458674162626266,0.779493898153305,0.6103287994861603,0.8545048475265503
B3_action_cluster_8,128,activation_ls,8,0.5,4,0.9123939424753189,0.9087914526462555,0.8846407949924469,0.9430290818214416
B3_action_cluster_8,128,activation_ls,8,0.53125,51,0.3434842532756282,0.310430645942688,0.054210782051086426,0.6617443561553955
B3_action_cluster_8,128,activation_ls,16,0.03125,2,0.1016375720500946,0.1016375720500946,0.100795978307724,0.10247916579246522
B3_action_cluster_8,128,activation_ls,16,0.0625,4,0.00707031786441803,0.012591719627380371,-0.013613390922546386,0.023336905241012576
B3_action_cluster_8,128,activation_ls,16,0.15625,1,-0.007662773132324219,-0.007662773132324219,-0.007662773132324219,-0.007662773132324219
B3_action_cluster_8,128,activation_ls,16,0.1875,16,0.275686826556921,0.11904364824295044,-0.07032036781311035,0.7336257100105286
B3_action_cluster_8,128,activation_ls,16,0.21875,9,0.5014223522610135,0.5162265300750732,0.14776833057403566,0.7822151541709901
B3_action_cluster_8,128,activation_ls,16,0.375,8,0.5735808908939362,0.5971419811248779,0.4116072356700897,0.7006491482257843
B3_action_cluster_8,128,activation_ls,16,0.40625,6,0.1446723242600759,0.11784976720809937,0.08306509256362915,0.23310211300849915
B3_action_cluster_8,128,activation_ls,16,0.53125,7,0.6893065571784973,0.8949869871139526,0.23577073812484745,0.9878464221954346
B3_action_cluster_8,128,activation_ls,16,0.59375,5,0.7826485633850098,0.9509016871452332,0.4300989627838135,0.974706518650055
B3_action_cluster_8,128,activation_ls,16,0.65625,8,0.4810156896710396,0.5204947292804718,-0.03037973642349243,0.9736986517906189
B3_action_cluster_8,128,activation_ls,16,0.75,8,0.7579073458909988,0.8247195482254028,0.48503847718238835,0.9994446873664856
B3_action_cluster_8,128,activation_ls,16,0.84375,4,0.7463183999061584,0.7801483869552612,0.6107200384140015,0.8548527717590332
B3_action_cluster_8,128,activation_ls,16,0.96875,4,0.9126665741205215,0.9093287885189056,0.8846066534519196,0.9433967232704162
B3_action_cluster_8,128,activation_ls,16,1.03125,51,0.34333224273195456,0.3088017702102661,0.05665105581283569,0.6619486212730408
B3_action_cluster_8,128,projection,4,0.03125,6,0.05229821801185608,0.029779523611068726,0.02185654640197754,0.10525858402252197
B3_action_cluster_8,128,projection,4,0.0625,26,0.33711286233021664,0.31194648146629333,-0.035653650760650635,0.7488085627555847
B3_action_cluster_8,128,projection,4,0.125,14,0.42037347810609,0.4239825904369354,0.16783372759819032,0.6956945896148683
B3_action_cluster_8,128,projection,4,0.15625,12,0.7293209880590439,0.918401449918747,0.18604022860527042,0.9805621683597565
B3_action_cluster_8,128,projection,4,0.1875,8,0.5101205557584763,0.5435377955436707,0.0365356981754303,0.9663634777069092
B3_action_cluster_8,128,projection,4,0.21875,12,0.7676874945561091,0.7890370190143585,0.5870476067066193,0.995377653837204
B3_action_cluster_8,128,projection,4,0.28125,55,0.3833432717756792,0.33445531129837036,0.04837975502014161,0.780663537979126
B3_action_cluster_8,128,projection,8,0.03125,6,0.05139551560084025,0.03021499514579773,0.014562487602233887,0.10940906405448914
B3_action_cluster_8,128,projection,8,0.09375,17,0.2522474211805007,0.11250072717666626,-0.053948473930358884,0.7422272443771363
B3_action_cluster_8,128,projection,8,0.125,9,0.4996885723537869,0.48266541957855225,0.16931833028793336,0.7958521485328675
B3_action_cluster_8,128,projection,8,0.1875,8,0.5791808068752289,0.5996074676513672,0.4101340711116791,0.7412714183330535
B3_action_cluster_8,128,projection,8,0.21875,6,0.20741882920265198,0.19196811318397522,0.11792615056037903,0.3123622238636017
B3_action_cluster_8,128,projection,8,0.28125,7,0.7009427377155849,0.9074332118034363,0.2668256998062134,0.9886746883392334
B3_action_cluster_8,128,projection,8,0.3125,5,0.7892170190811157,0.9492169618606567,0.4531444072723389,0.9756369471549988
B3_action_cluster_8,128,projection,8,0.34375,8,0.5145780593156815,0.5440735816955566,0.04660346508026124,0.9758404433727265
B3_action_cluster_8,128,projection,8,0.375,8,0.7677021920681,0.8168503046035767,0.5050738453865051,0.9996042251586914
B3_action_cluster_8,128,projection,8,0.4375,4,0.7707163244485855,0.8046822547912598,0.6438423812389373,0.8704175233840943
B3_action_cluster_8,128,projection,8,0.5,4,0.9284954965114594,0.9348955452442169,0.8941624820232391,0.9577084720134735
B3_action_cluster_8,128,projection,8,0.53125,51,0.34465915549035164,0.3402709364891052,0.041260480880737305,0.6450120210647583
B3_action_cluster_8,128,projection,16,0.03125,2,0.10966333746910095,0.10966333746910095,0.1056430995464325,0.1136835753917694
B3_action_cluster_8,128,projection,16,0.0625,4,0.022653669118881226,0.025380849838256836,0.011770600080490114,0.03135499358177185
B3_action_cluster_8,128,projection,16,0.15625,1,-0.03217446804046631,-0.03217446804046631,-0.03217446804046631,-0.03217446804046631
B3_action_cluster_8,128,projection,16,0.1875,16,0.27013208344578743,0.11485037207603455,-0.04682660102844238,0.7449653446674347
B3_action_cluster_8,128,projection,16,0.21875,9,0.49996379348966813,0.4829348921775818,0.16902369260787964,0.7961629152297974
B3_action_cluster_8,128,projection,16,0.375,8,0.5790873244404793,0.5998237133026123,0.40936129093170165,0.7417180657386779
B3_action_cluster_8,128,projection,16,0.40625,6,0.207454651594162,0.1921328604221344,0.11737009882926941,0.31286099553108215
B3_action_cluster_8,128,projection,16,0.53125,7,0.7010544964245388,0.9079153537750244,0.26687412261962895,0.988676381111145
B3_action_cluster_8,128,projection,16,0.59375,5,0.7891832828521729,0.9493471384048462,0.4535722374916077,0.9751044392585755
B3_action_cluster_8,128,projection,16,0.65625,8,0.5141108334064484,0.5430470705032349,0.04616016745567322,0.9756733179092407
B3_action_cluster_8,128,projection,16,0.75,8,0.7678485363721848,0.8169471323490143,0.5051257610321045,0.9996135354042053
B3_action_cluster_8,128,projection,16,0.84375,4,0.7709741741418839,0.8050518929958344,0.6440648794174194,0.8706212937831879
B3_action_cluster_8,128,projection,16,0.96875,4,0.9283155649900436,0.9345804154872894,0.8939745485782623,0.9576447010040283
B3_action_cluster_8,128,projection,16,1.03125,51,0.34462524862850413,0.33903658390045166,0.04197150468826294,0.645503580570221
B3_action_cluster_8,256,activation_ls,4,0.03125,6,0.03854308525721232,0.029004812240600586,-0.019259512424468994,0.10588395595550537
B3_action_cluster_8,256,activation_ls,4,0.0625,26,0.33938287313167864,0.3201432228088379,-0.024627327919006348,0.7396999895572662
B3_action_cluster_8,256,activation_ls,4,0.125,14,0.3937566237790244,0.3965378403663635,0.12694529294967652,0.6820356965065003
