factor_config_id,allocation_policy,mean_budget_pages_per_expert,burst_cap_pages_per_expert,layer,groups,overall_average_bpw,qenergy_recovery_p10,qenergy_recovery_median,qenergy_recovery_p90,qenergy_recovery_mean,paired_gain_vs_uniform_p10,paired_gain_vs_uniform_median,paired_gain_vs_uniform_p90,paired_gain_vs_uniform_mean
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,384,1536,39,32,0.5234781901041666,0.9631042493306571,0.9871736360873841,0.9967662838707387,0.9804643582536632,-0.00047782853774979144,0.0016406352457528084,0.005676673644081145,0.0020044590815633673
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,576,1536,0,32,0.7734781901041666,0.9990942166779604,0.9996814665957992,0.9998905317525308,0.9994706155612149,3.94120792609476e-06,0.00031997800713301494,0.0020806655725653547,0.0006881561649283927
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,576,1536,4,32,0.7734781901041666,0.9820057973523297,0.9895391171588936,0.9944813875084103,0.9885160614424543,-0.0004348846539986795,0.00032633787448327345,0.005605060051746974,0.0009269438714273638
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,576,1536,20,32,0.7734781901041666,0.9744590628545314,0.9865920736924161,0.9950431499604173,0.9846574947997766,-0.0010533288864458033,0.0022539347944945387,0.004656531061554459,-0.0007033572160022247
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,576,1536,39,32,0.7734781901041666,0.9872342818862119,0.9955051464422426,0.9988840831822781,0.9932173532955668,-0.00034124158046185956,0.0006574774055065902,0.0023946703139961834,0.0008700864607409271
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,0,32,0.9987386067708334,0.9998892534429173,0.9999856987991464,0.9999976565433016,0.99994992496933,1.2629745801862047e-05,0.00010440214937440517,0.0006405389737657587,0.00022997066381600859
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,4,32,0.9987386067708334,0.9932969117180717,0.9962907567144348,0.9981097200040215,0.9959559721501514,1.499611485650254e-05,0.0003678164011282625,0.0017743182524301414,0.000617183784396784
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,20,32,0.9987386067708334,0.9905942281500503,0.9948001332612411,0.9980176251317446,0.9942050969871483,-0.0006135160137554774,0.0005728644268957472,0.0017448041130597178,-0.0004205035906030691
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,749,1536,39,32,0.9987386067708334,0.9954676390736582,0.9981361373649582,0.9995844014935593,0.9975695181148342,-3.286172732985815e-05,0.00016079269091140436,0.0010050666821592399,0.0002897251233249451
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,0,32,1.0234781901041667,0.9999130336520623,0.9999917712094358,0.999998285924607,0.9999631448409124,1.072354711663115e-05,8.391330797680174e-05,0.0005300886506611427,0.00019501762941953257
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,4,32,1.0234781901041667,0.9935932019672319,0.9966590715088406,0.9981837972760507,0.996359500953476,2.6244406820863387e-06,0.00031253946491938134,0.0014810790838242218,0.0004924551177738455
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,20,32,1.0234781901041667,0.9918868472892984,0.9953707970953252,0.997573838677568,0.9949063168893667,-0.00048568204802483804,0.00045700342165194696,0.0016510918446977054,-0.00036244982654035085
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_equal_weight_compressed,768,1536,39,32,1.0234781901041667,0.9958668741649277,0.9984814715007813,0.9996076938610086,0.997830643502949,-4.9106301769397116e-05,0.00015511381482374853,0.0008764065846714964,0.0002850922796692225
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,0,32,0.5234781901041666,0.9954880622504423,0.9985585029238839,0.9996612919234623,0.9975608646963728,0.0004297286034769754,0.0020613041626502127,0.006964265329921483,0.0030812582059069997
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,4,32,0.5234781901041666,0.9748294501977744,0.9859574862561602,0.9946466222333292,0.9848641202403268,0.007376248770130667,0.01635959174401247,0.0320681560255757,0.018548771006730618
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,20,32,0.5234781901041666,0.9560948065806015,0.975549827921343,0.9945346931570381,0.9755421205553052,0.004758097518625437,0.012355224036919021,0.028026893733040258,0.014458233185699762
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,384,1536,39,32,0.5234781901041666,0.9697991117558222,0.9895990249662912,0.9971885123533399,0.9850176194964639,0.0011519582547587005,0.004175529070498452,0.01426171891149365,0.006557720324364132
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,0,32,0.7734781901041666,0.9993441711891946,0.9998519843089599,0.9999513223283418,0.9996431402255869,7.115573210044745e-05,0.0004625756623570787,0.002198650221637078,0.0008606808293004746
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,4,32,0.7734781901041666,0.9906620949852748,0.9952307410057826,0.9982115837330005,0.9947077375347945,0.002594939025219001,0.00591022356650811,0.01263208221983362,0.00711861996376751
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,20,32,0.7734781901041666,0.9838644276326917,0.9911823091494175,0.9981570206998868,0.9910767829839713,0.0020041959935808594,0.00515879005906994,0.010655089474171776,0.005715930968192402
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,576,1536,39,32,0.7734781901041666,0.9900124373836673,0.9963294842815953,0.9990033139483222,0.9947317898751442,0.0004241595529741127,0.001534459557389567,0.005821016293254777,0.0023845230403183974
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,0,32,0.9987386067708334,0.999907085787459,0.9999941254663456,0.9999982256704465,0.9999651292887722,1.649430827089793e-05,0.00010951323449875927,0.0006603983110758829,0.00024517498325824297
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_exact_combined_moe_oracle,749,1536,4,32,0.9987386067708334,0.9964064533994037,0.998263584287006,0.9993594948056571,0.9980566830551618,0.0010953463505139372,0.0024324886081961705,0.004847192900706044,0.002717894689407103
