factor_config_id,physical_budget_pages,layer,recovery_p10,recovery_median,recovery_p90,retention_p10,retention_median,retention_p90
exact_proxy_plus_eigh_tail_tail32_exact4_fp32,384,0,0.9428233569500747,0.9946459436648041,0.9977057885360233,0.9954129250454445,0.9998701318598208,1.0007837525403183
exact_proxy_plus_eigh_tail_tail32_exact4_fp32,384,4,0.8621474340358696,0.8994264214627057,0.9507300015838889,0.9919746489664754,0.9968454359919383,1.0013804352841553
exact_proxy_plus_eigh_tail_tail32_exact4_fp32,384,20,0.8415089308080115,0.8851285524073338,0.926209950756784,0.9658150646153905,0.9948146213890193,1.0012219231813946
exact_proxy_plus_eigh_tail_tail32_exact4_fp32,384,39,0.9196499819925167,0.955990659930194,0.9849976632656952,0.9934678107302918,0.9979396003426053,1.0000707894483494
exact_proxy_plus_eigh_tail_tail32_exact4_fp32,576,0,0.9796912800097487,0.9998559580465513,0.9999707198946909,0.9994316037957519,1.0000005710759075,1.0001347388624202
exact_proxy_plus_eigh_tail_tail32_exact4_fp32,576,4,0.9256291052251332,0.9496798791423644,0.9761171934798456,0.9973397431900629,1.0004323868178568,1.0065955354592857
exact_proxy_plus_eigh_tail_tail32_exact4_fp32,576,20,0.9137825918215459,0.9412003430962899,0.9590246157163361,0.9962014463720589,1.0008670131969173,1.0080472416706967
exact_proxy_plus_eigh_tail_tail32_exact4_fp32,576,39,0.9583148027116878,0.9779511030280578,0.9933704816473936,0.9992656747452987,1.0003025007758424,1.0037664901920498
exact_proxy_plus_eigh_tail_tail32_exact4_fp32,768,0,0.9933906840652341,1.0,1.0,0.9997555055750574,1.0,1.0
exact_proxy_plus_eigh_tail_tail32_exact4_fp32,768,4,0.9641034183733818,0.9767973360938274,0.9887185793350018,0.9976421721553614,1.0010484690079833,1.0023122648511453
