injection_mode,route_mode,injection_layer,mean_budget_pages_per_expert,charged_bpw,alpha,requests,label_tokens,intended_delta_energy,realized_layer_error_energy,layer_output_unchanged_fraction,first_route_membership_crossing_fraction,first_route_membership_distance_median,final_router_mass_churn,delta_nll,ppl_ratio,logit_kl,top1_agreement
post_xplus_fp32_once,live,6,749,0.9987386067708334,1.0,3,41,0.00020482917062402425,0.00020990877280435043,0.4421423362746248,1.0,1.0,0.011897607406701203,0.01592587606682974,1.0160533687427435,0.002170855454081072,1.0
post_xplus_fp32_once,live,6,768,1.0234781901041665,1.0,3,41,0.00018036138850230103,0.0001853224962325733,0.4482125287655371,1.0,1.0,0.014172542549744713,0.0015166344301473511,1.0015177851017874,0.0023754692174424797,1.0
post_xplus_fp32_once,live,12,384,0.5234781901041666,1.0,3,41,0.0025040800603062445,0.002518345503002741,0.36570802537108155,1.0,1.0,0.010786099474152412,-0.0025541304221580485,0.9974491285937076,0.002294288932382369,1.0
post_xplus_fp32_once,live,12,576,0.7734781901041666,1.0,3,41,0.0008890808991978643,0.0009007851379970577,0.40836460669388097,1.0,1.0,0.015558506152904274,-0.007517202423800818,0.9925109810777605,0.0023090587347598663,1.0
post_xplus_fp32_once,live,12,749,0.9987386067708334,1.0,3,41,0.00032541883387868204,0.00033351737279212386,0.46355647313140047,1.0,3.0,0.011717553567671934,0.0027506692902538776,1.0027544558520898,0.0014310111796270277,1.0
post_xplus_fp32_once,live,12,768,1.0234781901041665,1.0,3,41,0.0002889488651932126,0.0002969556901532053,0.47038863553637034,1.0,1.0,0.012402956488368522,0.0007700893210689664,1.0007703859159802,0.0021957508625071237,1.0
post_xplus_fp32_once,live,23,384,0.5234781901041666,1.0,3,41,0.0037511249506139055,0.0037781321043995654,0.38199259821812465,1.0,1.0,0.009400073403755666,-0.003840346130351032,0.9961670185681692,0.0018053746858287304,1.0
post_xplus_fp32_once,live,23,576,0.7734781901041666,1.0,3,41,0.0013486735851218896,0.0013694221398127464,0.4258007743792507,1.0,2.0,0.011487187304273224,-0.0010809212780790519,0.9989196627068928,0.0018411197803302765,1.0
post_xplus_fp32_once,live,23,749,0.9987386067708334,1.0,3,41,0.0004937865266464774,0.0005102429061667008,0.4837358905346114,1.0,2.0,0.01214639725053923,0.0038225255837939206,1.00382984075255,0.0022949775048456385,1.0
post_xplus_fp32_once,live,23,768,1.0234781901041665,1.0,3,41,0.00043615933230440305,0.000452303885304258,0.49198825972165217,1.0,1.0,0.012335408911855457,0.009491328013087323,1.0095365135104635,0.0015159178732656398,1.0
