layout_method,page_size,paired_planes,budget_bpw,recovery_count,recovery_mean,recovery_p10,recovery_p25,recovery_median,recovery_p75,recovery_p90,median_physical_bpw,median_logical_bpw,median_amplification
coselection_h0_4rep,4096,False,0.75,12,0.8086308745449727,0.653345319383021,0.7501587146162486,0.8352777318821822,0.8713232687150347,0.8879256285195986,0.75,0.75,1.0
coselection_h0_4rep,4096,False,1.0,12,0.8678884667269408,0.7191025791965938,0.8385314055394497,0.89493305425577,0.9237503667813711,0.9467291202907498,1.0,1.0,1.0
coselection_h0_4rep,4096,False,1.25,12,0.9173358500463656,0.8162736434248422,0.9041395664820064,0.9379056928236414,0.952372900241845,0.972048313584531,1.25,1.25,1.0
coselection_h0_4rep,4096,False,1.5,12,0.9547885043555469,0.897713035725007,0.9432481619992037,0.9642963652610281,0.9786430467946353,0.9911900630668584,1.5,1.5,1.0
coselection_h0_4rep,4096,False,2.0,12,0.9999999999991728,0.9999999999986781,0.9999999999990637,0.999999999999271,0.9999999999995429,0.9999999999996675,2.0,2.0,1.0
importance_1rep,512,False,0.25,12,0.592082441262575,0.4084471960472013,0.43519034201159484,0.6402887869658068,0.6846212912365589,0.735999117203512,0.25,0.25,1.0
importance_1rep,512,False,0.5,12,0.7511671898602641,0.5980491253047464,0.6680413295141044,0.7670540481847206,0.8268830988396352,0.8531254605671145,0.5,0.5,1.0
importance_1rep,512,False,0.75,12,0.8457193165822336,0.7738155442817081,0.8112694492921946,0.8652743399515173,0.88878061440313,0.9166793004017241,0.75,0.75,1.0
importance_1rep,512,False,1.0,12,0.9063857279698894,0.8653491559088891,0.8766262838964664,0.9248497285857848,0.9388118746113675,0.9497696085337682,1.0,1.0,1.0
importance_1rep,512,False,1.25,12,0.9463115986849332,0.9117230078314542,0.9282293054972697,0.9601294912858661,0.9704095343120362,0.9803853322198743,1.25,1.25,1.0
importance_1rep,512,False,1.5,12,0.9752464682184473,0.9608486008021948,0.9648708441587226,0.9767703304690993,0.9889710272135768,0.9941487510521102,1.5,1.5,1.0
importance_1rep,512,False,2.0,12,0.9999999999991728,0.9999999999986781,0.9999999999990637,0.999999999999271,0.9999999999995429,0.9999999999996675,2.0,2.0,1.0
importance_1rep,1024,False,0.25,12,0.5494320671563896,0.3496365465047754,0.4140128895485864,0.5663792594152552,0.6818131668494777,0.689929181427258,0.25,0.25,1.0
