layout_id,mean_budget_quanta_per_expert,gate_q3_or_above_mean,gate_q4_mean,up_q3_or_above_mean,up_q4_mean,down_q4_mean,selected_quanta_mean
q3_physical_training_coselection_single,1404,183.1962890625,163.04296875,236.9951171875,206.0341796875,281.6787109375,1403.3671875
q3_physical_training_coselection_single,1408,183.7509765625,163.720703125,237.6826171875,206.9599609375,282.4306640625,1407.478515625
q3_physical_training_coselection_single,1412,184.35546875,164.2119140625,238.4990234375,207.5869140625,283.06640625,1411.443359375
q3_physical_training_coselection_single,1416,185.0625,165.0380859375,239.0546875,208.5341796875,283.6953125,1415.4453125
q3_physical_training_coselection_single,1420,185.6455078125,165.6103515625,239.8486328125,209.134765625,284.421875,1419.466796875
q3_physical_training_coselection_single,1424,186.1337890625,166.0341796875,240.5859375,209.82421875,285.12890625,1423.4765625
q3_physical_training_coselection_single,1428,186.8291015625,166.630859375,241.2255859375,210.1318359375,285.8154296875,1427.375
q3_physical_training_coselection_single,1432,187.345703125,167.2841796875,241.95703125,211.0439453125,286.5537109375,1431.34375
q3_physical_training_coselection_single,1436,188.0791015625,167.9326171875,242.5908203125,211.5615234375,287.22265625,1435.435546875
q3_physical_training_coselection_single,1440,188.6552734375,168.6083984375,243.328125,212.6005859375,287.9140625,1439.4609375
q3_physical_training_coselection_single,1444,189.3671875,169.1181640625,243.9482421875,213.0341796875,288.51953125,1443.431640625
q3_physical_training_coselection_single,1448,189.99609375,169.9521484375,244.666015625,213.79296875,289.2421875,1447.4296875
q3_physical_training_coselection_single,1452,190.52734375,170.59765625,245.3916015625,214.8408203125,289.916015625,1451.373046875
q3_physical_training_coselection_single,1456,191.2490234375,171.2197265625,246.056640625,215.36328125,290.580078125,1455.466796875
q3_physical_training_coselection_single,1460,191.7744140625,171.87109375,246.7734375,216.0849609375,291.3447265625,1459.427734375
q3_physical_training_coselection_single,1464,192.3779296875,172.2177734375,247.4970703125,216.40625,291.9833984375,1463.37109375
q3_physical_training_coselection_single,1468,192.9833984375,173.1728515625,248.1611328125,217.6826171875,292.7431640625,1467.388671875
q3_physical_training_coselection_single,1472,193.701171875,173.8916015625,248.8642578125,218.3251953125,293.33984375,1471.490234375
q3_physical_training_coselection_single,1476,194.3173828125,174.2861328125,249.66796875,218.79296875,293.9599609375,1475.548828125
q3_physical_training_coselection_single,1480,194.8779296875,174.9970703125,250.23046875,219.609375,294.7392578125,1479.369140625
q3_physical_training_coselection_single,1484,195.51171875,175.572265625,251.017578125,220.2353515625,295.3955078125,1483.47265625
q3_physical_training_coselection_single,1488,196.09375,176.3232421875,251.724609375,221.26953125,296.0712890625,1487.474609375
q3_physical_training_coselection_single,1492,196.796875,176.9501953125,252.3466796875,221.7490234375,296.705078125,1491.3984375
q3_physical_training_coselection_single,1496,197.4306640625,177.6982421875,252.9951171875,222.80078125,297.4228515625,1495.458984375
q3_physical_training_coselection_single,1500,197.958984375,178.294921875,253.734375,223.484375,298.1494140625,1499.494140625
q3_physical_training_coselection_single,1504,198.666015625,178.927734375,254.4833984375,224.0107421875,298.7294921875,1503.404296875
q3_physical_training_coselection_single,1506,198.99609375,179.2578125,254.66015625,224.2724609375,299.1796875,1505.439453125
q3_physical_training_coselection_single,1507,199.21875,179.4189453125,254.8623046875,224.3681640625,299.248046875,1506.359375
q3_physical_training_coselection_single,1508,199.4033203125,179.677734375,255.0419921875,224.8154296875,299.365234375,1507.41796875
q3_physical_training_coselection_single,1512,199.98828125,180.3818359375,255.7900390625,225.671875,300.0693359375,1511.4921875
q3_physical_training_coselection_single,1516,200.599609375,180.8623046875,256.474609375,226.2490234375,300.7109375,1515.36328125
q3_physical_training_coselection_single,1520,201.259765625,181.5302734375,257.1650390625,226.853515625,301.4072265625,1519.322265625
q3_physical_training_coselection_single,1524,201.8046875,182.294921875,257.9775390625,227.83203125,302.0322265625,1523.31640625
q3_physical_training_coselection_single,1528,202.46875,182.7529296875,258.5556640625,228.517578125,302.7578125,1527.400390625
q3_physical_training_coselection_single,1532,203.0927734375,183.3642578125,259.3291015625,229.1845703125,303.3447265625,1531.33984375
q3_physical_training_coselection_single,1536,203.7421875,184.1455078125,260.03125,230.0361328125,304.021484375,1535.400390625
q3_physical_training_coselection_single,1568,208.8349609375,189.544921875,265.5244140625,236.1728515625,309.3408203125,1567.34375
q3_physical_training_coselection_single,1600,214.0693359375,195.158203125,271.1376953125,242.1796875,314.53515625,1599.361328125
q3_physical_training_coselection_single,1632,219.470703125,201.224609375,276.599609375,249.033203125,319.5537109375,1631.228515625
q3_physical_training_coselection_single,1664,224.712890625,206.724609375,282.08984375,254.6669921875,324.8154296875,1663.162109375
