layer,expert_id,projection,bits,relative_atom_mse,observed_master_prefix_levels
20,148,up,8,0.00022674935462418944,256
20,148,up,16,8.632748960124559e-10,58234
20,148,down,2,3.037940263748169,4
20,148,down,4,0.18457907438278198,16
20,148,down,8,0.0007189148454926908,256
20,148,down,16,2.752465144695293e-09,40185
20,156,gate,2,0.8600910305976868,4
20,156,gate,4,0.05413162335753441,16
20,156,gate,8,0.00020889619190711528,256
20,156,gate,16,7.907797194839361e-10,58004
20,156,up,2,0.908912181854248,4
20,156,up,4,0.05714363232254982,16
20,156,up,8,0.00022173795150592923,256
20,156,up,16,8.346873747733241e-10,58200
20,156,down,2,2.850132703781128,4
20,156,down,4,0.17562110722064972,16
20,156,down,8,0.0006819980917498469,256
20,156,down,16,2.615303307251793e-09,39985
20,232,gate,2,1.0615957975387573,4
20,232,gate,4,0.06535285711288452,16
20,232,gate,8,0.00025445283972658217,256
20,232,gate,16,9.768805764309718e-10,57876
20,232,up,2,0.9484517574310303,4
20,232,up,4,0.05892644450068474,16
20,232,up,8,0.00022638522204943,256
20,232,up,16,8.649675420357994e-10,58173
20,232,down,2,2.79656982421875,4
20,232,down,4,0.17267699539661407,16
20,232,down,8,0.0006720040109939873,256
20,232,down,16,2.5770234834965322e-09,39948
20,240,gate,2,1.0960105657577515,4
20,240,gate,4,0.06700646132230759,16
20,240,gate,8,0.0002634908596519381,256
20,240,gate,16,1.016660311492501e-09,57640
20,240,up,2,0.8948990106582642,4
20,240,up,4,0.05566269904375076,16
20,240,up,8,0.0002179446746595204,256
20,240,up,16,8.257207695372415e-10,58362
20,240,down,2,2.8986082077026367,4
20,240,down,4,0.17615056037902832,16
20,240,down,8,0.0006838955450803041,256
20,240,down,16,2.6309692202630686e-09,45304
39,22,gate,2,1.1497687101364136,4
39,22,gate,4,0.0692390576004982,16
39,22,gate,8,0.0002704976359382272,256
39,22,gate,16,1.0433877095650246e-09,57464
39,22,up,2,1.0123993158340454,4
39,22,up,4,0.0624491348862648,16
39,22,up,8,0.0002447509323246777,256
39,22,up,16,9.407746803802297e-10,57746
39,22,down,2,3.7384719848632812,4
39,22,down,4,0.2145918607711792,16
39,22,down,8,0.0008357531623914838,256
39,22,down,16,3.200711695683367e-09,41874
39,28,gate,2,1.0642277002334595,4
39,28,gate,4,0.06413611769676208,16
39,28,gate,8,0.0002536556567065418,256
39,28,gate,16,9.538869694125651e-10,56881
39,28,up,2,1.0366840362548828,4
39,28,up,4,0.06347404420375824,16
39,28,up,8,0.00023940355458762497,256
39,28,up,16,9.391406541325864e-10,57819
39,28,down,2,2.8786115646362305,4
39,28,down,4,0.1720702350139618,16
39,28,down,8,0.000671692774631083,256
