resident_base,layer,projection,budget_bpw,invocations,recovery_median,relative_output_error_median,base_damage_median
activation-aware-scale W1 (1.250488 resident bpw),39,up,1.25,153,0.6332572341540949,0.2832011580467224,113.05013999677325
activation-aware-scale W1 (1.250488 resident bpw),39,up,1.5,153,0.6478810324471937,0.2798061668872833,113.05013999677325
activation-aware-scale W1 (1.250488 resident bpw),39,up,2.0,153,0.6851028052656283,0.2681909501552582,113.05013999677325
activation-aware-scale W1 (1.250488 resident bpw),39,up,2.5,153,0.7363787872023096,0.2504311203956604,113.05013999677325
activation-aware-scale W1 (1.250488 resident bpw),39,up,3.0,153,0.7646532615074764,0.23449350893497467,113.05013999677325
activation-aware-scale W1 (1.250488 resident bpw),39,up,4.0,153,0.857149951962987,0.17919576168060303,113.05013999677325
simple W1 (1.250488 resident bpw),0,down,0.0,111,0.0,0.653923749923706,0.07699056971540591
simple W1 (1.250488 resident bpw),0,down,0.05,111,0.25855178964897196,0.609768807888031,0.07699056971540591
simple W1 (1.250488 resident bpw),0,down,0.1,111,0.5004803330051162,0.5339819192886353,0.07699056971540591
simple W1 (1.250488 resident bpw),0,down,0.2,111,0.6122726152938432,0.45179829001426697,0.07699056971540591
simple W1 (1.250488 resident bpw),0,down,0.3,111,0.6806078779216285,0.4280450642108917,0.07699056971540591
simple W1 (1.250488 resident bpw),0,down,0.5,111,0.7787562159363467,0.35987648367881775,0.07699056971540591
simple W1 (1.250488 resident bpw),0,down,0.75,111,0.8399306490296219,0.3058047294616699,0.07699056971540591
simple W1 (1.250488 resident bpw),0,down,1.0,111,0.8660870676295321,0.2792758047580719,0.07699056971540591
simple W1 (1.250488 resident bpw),0,down,1.25,111,0.88363984504149,0.2467556595802307,0.07699056971540591
simple W1 (1.250488 resident bpw),0,down,1.5,111,0.904468858710003,0.2188185751438141,0.07699056971540591
simple W1 (1.250488 resident bpw),0,down,2.0,111,0.9457432225787575,0.1770624816417694,0.07699056971540591
simple W1 (1.250488 resident bpw),0,down,2.5,111,0.9628106377979188,0.14469803869724274,0.07699056971540591
simple W1 (1.250488 resident bpw),0,down,3.0,111,0.9774393345598364,0.11253932863473892,0.07699056971540591
simple W1 (1.250488 resident bpw),0,down,4.0,111,0.9910465708287856,0.0704440027475357,0.07699056971540591
simple W1 (1.250488 resident bpw),0,gate,0.0,111,0.0,0.5921980142593384,8.741158255002953
simple W1 (1.250488 resident bpw),0,gate,0.05,111,0.6849614410470497,0.3173007667064667,8.741158255002953
simple W1 (1.250488 resident bpw),0,gate,0.1,111,0.8331340279557017,0.2377520650625229,8.741158255002953
simple W1 (1.250488 resident bpw),0,gate,0.2,111,0.897265016736568,0.18501399457454681,8.741158255002953
simple W1 (1.250488 resident bpw),0,gate,0.3,111,0.9271186466213506,0.16098083555698395,8.741158255002953
simple W1 (1.250488 resident bpw),0,gate,0.5,111,0.947215503039889,0.1304810494184494,8.741158255002953
simple W1 (1.250488 resident bpw),0,gate,0.75,111,0.9583857865228509,0.11456785351037979,8.741158255002953
simple W1 (1.250488 resident bpw),0,gate,1.0,111,0.9670135876156909,0.10056941211223602,8.741158255002953
simple W1 (1.250488 resident bpw),0,gate,1.25,111,0.9732949591039238,0.09010408818721771,8.741158255002953
simple W1 (1.250488 resident bpw),0,gate,1.5,111,0.9778955574580094,0.08187131583690643,8.741158255002953
simple W1 (1.250488 resident bpw),0,gate,2.0,111,0.9846136143938734,0.06784461438655853,8.741158255002953
simple W1 (1.250488 resident bpw),0,gate,2.5,111,0.9936676501935011,0.04484857618808746,8.741158255002953
simple W1 (1.250488 resident bpw),0,gate,3.0,111,0.9959805486001116,0.0362447127699852,8.741158255002953
simple W1 (1.250488 resident bpw),0,gate,4.0,111,0.9973389992715139,0.029359253123402596,8.741158255002953
simple W1 (1.250488 resident bpw),0,up,0.0,111,0.0,0.5709102749824524,4.813806987911478
simple W1 (1.250488 resident bpw),0,up,0.05,111,0.5410208521581099,0.3824271261692047,4.813806987911478
simple W1 (1.250488 resident bpw),0,up,0.1,111,0.7122399458748704,0.301990807056427,4.813806987911478
simple W1 (1.250488 resident bpw),0,up,0.2,111,0.8122509662028149,0.2537643611431122,4.813806987911478
simple W1 (1.250488 resident bpw),0,up,0.3,111,0.8524214031393764,0.22600695490837097,4.813806987911478
simple W1 (1.250488 resident bpw),0,up,0.5,111,0.8855356544293773,0.19728073477745056,4.813806987911478
simple W1 (1.250488 resident bpw),0,up,0.75,111,0.9113598497066192,0.17390176653862,4.813806987911478
simple W1 (1.250488 resident bpw),0,up,1.0,111,0.9341910458385521,0.1538143754005432,4.813806987911478
simple W1 (1.250488 resident bpw),0,up,1.25,111,0.9533239534518801,0.1288442462682724,4.813806987911478
simple W1 (1.250488 resident bpw),0,up,1.5,111,0.9634633951592592,0.11077553778886795,4.813806987911478
simple W1 (1.250488 resident bpw),0,up,2.0,111,0.9742426137158562,0.09632178395986557,4.813806987911478
simple W1 (1.250488 resident bpw),0,up,2.5,111,0.989842882916223,0.06045670062303543,4.813806987911478
simple W1 (1.250488 resident bpw),0,up,3.0,111,0.9938508256775607,0.04553399607539177,4.813806987911478
simple W1 (1.250488 resident bpw),0,up,4.0,111,0.9960449225040358,0.03661489859223366,4.813806987911478
simple W1 (1.250488 resident bpw),20,down,0.0,136,0.0,0.597091555595398,1.016951639099147
simple W1 (1.250488 resident bpw),20,down,0.05,136,0.1176233820512344,0.5717692673206329,1.016951639099147
simple W1 (1.250488 resident bpw),20,down,0.1,136,0.23046933858875346,0.543481171131134,1.016951639099147
simple W1 (1.250488 resident bpw),20,down,0.2,136,0.32397486591687813,0.5145008862018585,1.016951639099147
simple W1 (1.250488 resident bpw),20,down,0.3,136,0.3675083880588421,0.4952905476093292,1.016951639099147
simple W1 (1.250488 resident bpw),20,down,0.5,136,0.4432525462535976,0.474609375,1.016951639099147
simple W1 (1.250488 resident bpw),20,down,0.75,136,0.48739395594109536,0.4482540339231491,1.016951639099147
simple W1 (1.250488 resident bpw),20,down,1.0,136,0.5438226550590071,0.4318589121103287,1.016951639099147
simple W1 (1.250488 resident bpw),20,down,1.25,136,0.5926289715697051,0.40881913900375366,1.016951639099147
simple W1 (1.250488 resident bpw),20,down,1.5,136,0.6231777181607911,0.3921690732240677,1.016951639099147
simple W1 (1.250488 resident bpw),20,down,2.0,136,0.679302648799798,0.3523965924978256,1.016951639099147
simple W1 (1.250488 resident bpw),20,down,2.5,136,0.7498129901596181,0.3188321888446808,1.016951639099147
simple W1 (1.250488 resident bpw),20,down,3.0,136,0.8027809937642398,0.28083179891109467,1.016951639099147
simple W1 (1.250488 resident bpw),20,down,4.0,136,0.9215792666513786,0.17549549788236618,1.016951639099147
simple W1 (1.250488 resident bpw),20,gate,0.0,136,0.0,0.41953423619270325,58.63258374591589
simple W1 (1.250488 resident bpw),20,gate,0.05,136,0.3926424443151867,0.32671481370925903,58.63258374591589
simple W1 (1.250488 resident bpw),20,gate,0.1,136,0.43866701040321326,0.31440672278404236,58.63258374591589
simple W1 (1.250488 resident bpw),20,gate,0.2,136,0.47990280640608796,0.30559489130973816,58.63258374591589
simple W1 (1.250488 resident bpw),20,gate,0.3,136,0.5054439488101368,0.293524831533432,58.63258374591589
simple W1 (1.250488 resident bpw),20,gate,0.5,136,0.5398895842073332,0.28303875029087067,58.63258374591589
simple W1 (1.250488 resident bpw),20,gate,0.75,136,0.57424586005697,0.2736557871103287,58.63258374591589
simple W1 (1.250488 resident bpw),20,gate,1.0,136,0.5951228140518531,0.2657618671655655,58.63258374591589
simple W1 (1.250488 resident bpw),20,gate,1.25,136,0.6261584061440739,0.2574063688516617,58.63258374591589
simple W1 (1.250488 resident bpw),20,gate,1.5,136,0.6435117404222718,0.2504298761487007,58.63258374591589
simple W1 (1.250488 resident bpw),20,gate,2.0,136,0.672951844556707,0.23669463396072388,58.63258374591589
simple W1 (1.250488 resident bpw),20,gate,2.5,136,0.7271767990162611,0.21904173493385315,58.63258374591589
simple W1 (1.250488 resident bpw),20,gate,3.0,136,0.7499795149798673,0.20751924067735672,58.63258374591589
simple W1 (1.250488 resident bpw),20,gate,4.0,136,0.8611708596187932,0.15793021768331528,58.63258374591589
simple W1 (1.250488 resident bpw),20,up,0.0,136,0.0,0.575070858001709,38.59910921446898
simple W1 (1.250488 resident bpw),20,up,0.05,136,0.20129135663200393,0.517383873462677,38.59910921446898
simple W1 (1.250488 resident bpw),20,up,0.1,136,0.27080990804070987,0.49605517089366913,38.59910921446898
simple W1 (1.250488 resident bpw),20,up,0.2,136,0.31726542756789056,0.47930561006069183,38.59910921446898
simple W1 (1.250488 resident bpw),20,up,0.3,136,0.3388645741309158,0.4671059548854828,38.59910921446898
simple W1 (1.250488 resident bpw),20,up,0.5,136,0.3841148393324176,0.4509676545858383,38.59910921446898
simple W1 (1.250488 resident bpw),20,up,0.75,136,0.42521269349797397,0.4349452257156372,38.59910921446898
simple W1 (1.250488 resident bpw),20,up,1.0,136,0.45830228567563375,0.42008884251117706,38.59910921446898
simple W1 (1.250488 resident bpw),20,up,1.25,136,0.48302154860184343,0.408415287733078,38.59910921446898
simple W1 (1.250488 resident bpw),20,up,1.5,136,0.5212771882463394,0.39567480981349945,38.59910921446898
simple W1 (1.250488 resident bpw),20,up,2.0,136,0.567715895473988,0.3739077001810074,38.59910921446898
simple W1 (1.250488 resident bpw),20,up,2.5,136,0.6627822835184145,0.33901017904281616,38.59910921446898
simple W1 (1.250488 resident bpw),20,up,3.0,136,0.6884828480943092,0.3223387748003006,38.59910921446898
simple W1 (1.250488 resident bpw),20,up,4.0,136,0.8196318377196838,0.24177441000938416,38.59910921446898
simple W1 (1.250488 resident bpw),39,down,0.0,153,0.0,0.6136279106140137,8.920847868351977
simple W1 (1.250488 resident bpw),39,down,0.05,153,0.0650686747253626,0.5958679914474487,8.920847868351977
simple W1 (1.250488 resident bpw),39,down,0.1,153,0.23513877578397324,0.5565848350524902,8.920847868351977
simple W1 (1.250488 resident bpw),39,down,0.2,153,0.3009209662414396,0.5245595574378967,8.920847868351977
simple W1 (1.250488 resident bpw),39,down,0.3,153,0.33257114207649163,0.5065537691116333,8.920847868351977
simple W1 (1.250488 resident bpw),39,down,0.5,153,0.4415673367377091,0.4781803488731384,8.920847868351977
simple W1 (1.250488 resident bpw),39,down,0.75,153,0.5077092127567139,0.45756644010543823,8.920847868351977
simple W1 (1.250488 resident bpw),39,down,1.0,153,0.5531986708130008,0.43842148780822754,8.920847868351977
simple W1 (1.250488 resident bpw),39,down,1.25,153,0.6225471114599215,0.4210570454597473,8.920847868351977
simple W1 (1.250488 resident bpw),39,down,1.5,153,0.6436866101027254,0.3985765874385834,8.920847868351977
simple W1 (1.250488 resident bpw),39,down,2.0,153,0.6895193433804776,0.36263182759284973,8.920847868351977
simple W1 (1.250488 resident bpw),39,down,2.5,153,0.7434802826623038,0.3356476426124573,8.920847868351977
simple W1 (1.250488 resident bpw),39,down,3.0,153,0.7858315315980162,0.30494800209999084,8.920847868351977
simple W1 (1.250488 resident bpw),39,down,4.0,153,0.8868162465345261,0.18911580741405487,8.920847868351977
simple W1 (1.250488 resident bpw),39,gate,0.0,153,0.0,0.421303927898407,214.00345454561827
simple W1 (1.250488 resident bpw),39,gate,0.05,153,0.5929493759565145,0.26603296399116516,214.00345454561827
simple W1 (1.250488 resident bpw),39,gate,0.1,153,0.6356056577127678,0.25085607171058655,214.00345454561827
simple W1 (1.250488 resident bpw),39,gate,0.2,153,0.6658372483461401,0.23904401063919067,214.00345454561827
simple W1 (1.250488 resident bpw),39,gate,0.3,153,0.6938735592063269,0.22858108580112457,214.00345454561827
simple W1 (1.250488 resident bpw),39,gate,0.5,153,0.718337009522118,0.22168998420238495,214.00345454561827
simple W1 (1.250488 resident bpw),39,gate,0.75,153,0.7383938313737455,0.21096965670585632,214.00345454561827
simple W1 (1.250488 resident bpw),39,gate,1.0,153,0.751633223032239,0.20479390025138855,214.00345454561827
simple W1 (1.250488 resident bpw),39,gate,1.25,153,0.7642588662766834,0.19777248799800873,214.00345454561827
simple W1 (1.250488 resident bpw),39,gate,1.5,153,0.7765075128207732,0.19209355115890503,214.00345454561827
simple W1 (1.250488 resident bpw),39,gate,2.0,153,0.7956153217762921,0.18365263938903809,214.00345454561827
simple W1 (1.250488 resident bpw),39,gate,2.5,153,0.8202838516925675,0.1718517243862152,214.00345454561827
simple W1 (1.250488 resident bpw),39,gate,3.0,153,0.8400701327494338,0.16558466851711273,214.00345454561827
simple W1 (1.250488 resident bpw),39,gate,4.0,153,0.901489114987504,0.12666301429271698,214.00345454561827
simple W1 (1.250488 resident bpw),39,up,0.0,153,0.0,0.5091416239738464,119.25094124965963
simple W1 (1.250488 resident bpw),39,up,0.05,153,0.42413487355300217,0.38070493936538696,119.25094124965963
simple W1 (1.250488 resident bpw),39,up,0.1,153,0.47876408173276064,0.3571608066558838,119.25094124965963
simple W1 (1.250488 resident bpw),39,up,0.2,153,0.5261783688485849,0.338703989982605,119.25094124965963
simple W1 (1.250488 resident bpw),39,up,0.3,153,0.5487312695184652,0.3254431486129761,119.25094124965963
simple W1 (1.250488 resident bpw),39,up,0.5,153,0.5804604927188519,0.31008288264274597,119.25094124965963
simple W1 (1.250488 resident bpw),39,up,0.75,153,0.6108649437330382,0.2994958460330963,119.25094124965963
simple W1 (1.250488 resident bpw),39,up,1.0,153,0.6348184039768727,0.29219889640808105,119.25094124965963
simple W1 (1.250488 resident bpw),39,up,1.25,153,0.6554215142367066,0.2834280729293823,119.25094124965963
simple W1 (1.250488 resident bpw),39,up,1.5,153,0.677467968431062,0.2793985605239868,119.25094124965963
simple W1 (1.250488 resident bpw),39,up,2.0,153,0.7103401117238092,0.26422950625419617,119.25094124965963
simple W1 (1.250488 resident bpw),39,up,2.5,153,0.747461849543795,0.2482822686433792,119.25094124965963
simple W1 (1.250488 resident bpw),39,up,3.0,153,0.7707807418116953,0.23459894955158234,119.25094124965963
simple W1 (1.250488 resident bpw),39,up,4.0,153,0.8637283212201056,0.18170787394046783,119.25094124965963
