layer,method,budget_bpw,invocations,recovery_median,recovery_p10,relative_error_median,physical_bpw_median,gate_bpw_median,up_bpw_median,down_bpw_median
0,all_pca,0.5,67,0.6039395455563936,0.25851101000673465,0.5472860336303711,0.4895833333333333,0.1875,0.28125,0.96875
0,all_pca,0.75,67,0.700231125295197,0.3289117517637358,0.4912271797657013,0.7291666666666666,0.5,0.46875,1.25
0,all_pca,1.0,67,0.7621658223890377,0.3919398683994933,0.4378049373626709,0.9895833333333334,0.5,0.75,1.5
0,all_pca,1.25,67,0.7930598522973031,0.442938818841312,0.3844093978404999,1.2395833333333333,0.75,1.0,2.0
0,all_pca,1.5,67,0.8725004578081214,0.48754389511969154,0.34534114599227905,1.5,1.0,1.25,2.5
0,all_pca,2.0,67,0.9455111941433638,0.5806094574849646,0.24097393453121185,2.0,1.25,1.5,3.0
0,all_pca,2.5,67,0.9707181338119091,0.6537525914788903,0.16615252196788788,2.5,2.0,1.5,4.0
0,all_pca,3.0,67,0.9810499103321694,0.7104902862912383,0.1337273269891739,2.9895833333333335,2.5,2.0,4.0
0,all_pca,4.0,67,0.9853887914582656,0.8303652133715025,0.12121056765317917,3.6666666666666665,4.0,4.0,4.0
0,generalized_generalized_native,0.0,67,0.0,0.0,0.8617645502090454,0.0,0.0,0.0,0.0
0,generalized_generalized_native,0.25,67,0.5871510599720042,0.33750315740083303,0.6004509925842285,0.23958333333333334,0.1875,0.1875,0.28125
0,generalized_generalized_native,0.5,67,0.7455938188185101,0.4635221369772392,0.4794941544532776,0.4895833333333333,0.28125,0.28125,0.71875
0,generalized_generalized_native,0.75,67,0.8110580286455927,0.50615170422713,0.41067320108413696,0.75,0.5,0.5,1.0
0,generalized_generalized_native,1.0,67,0.8787968958991276,0.5591549350698954,0.35121771693229675,0.9895833333333334,0.75,0.75,1.25
0,generalized_generalized_native,1.25,67,0.9241247191444382,0.6150957185588352,0.29098474979400635,1.2395833333333333,1.0,1.0,1.5
0,generalized_generalized_native,1.5,67,0.9508295255598718,0.6680675158585508,0.238737553358078,1.5,1.0,1.25,2.0
0,generalized_generalized_native,2.0,67,0.9668736627607342,0.7487518539956224,0.1838020235300064,2.0,1.5,1.5,2.96875
