projection,stage,comparison,k,cases,recovery_median,recovery_p10,recovery_p90
up,3,bounded_beam_w16_pool32,15.0,4,0.35995800072832296,0.32528655362743075,0.4026787832578926
up,3,bounded_beam_w16_pool32,16.0,4,0.3658203501246973,0.33117980552640436,0.41029379265517
up,3,bounded_beam_w64_pool32,1.0,4,0.17145693044992188,0.15105370559165382,0.17289000814535604
up,3,bounded_beam_w64_pool32,2.0,4,0.21053281007701002,0.18914034913883482,0.23656074951647374
up,3,bounded_beam_w64_pool32,3.0,4,0.23367778929228566,0.21441026710966152,0.2620582304822778
up,3,bounded_beam_w64_pool32,4.0,4,0.25197709900123,0.2294454352284792,0.2818260582273032
up,3,bounded_beam_w64_pool32,5.0,4,0.26730496540061177,0.24226175274605702,0.29790612373615366
up,3,bounded_beam_w64_pool32,6.0,4,0.28245622506417406,0.2529095336776987,0.31191409460083847
up,3,bounded_beam_w64_pool32,7.0,4,0.29443110249526977,0.2625585898592432,0.32627520273598104
up,3,bounded_beam_w64_pool32,8.0,4,0.30414655759725917,0.2719091878564169,0.33758127869152704
up,3,bounded_beam_w64_pool32,9.0,4,0.31342119701786925,0.2808736079738437,0.3489870396902405
up,3,bounded_beam_w64_pool32,10.0,4,0.3219468317220476,0.2892756693539618,0.35887047944577277
up,3,bounded_beam_w64_pool32,11.0,4,0.3301666335692225,0.2968403121704265,0.3686551123291089
up,3,bounded_beam_w64_pool32,12.0,4,0.33847510608831183,0.3044953713277035,0.3771708002497999
up,3,bounded_beam_w64_pool32,13.0,4,0.3461610118731884,0.31208273156946015,0.3861736424967869
up,3,bounded_beam_w64_pool32,14.0,4,0.35303102937652986,0.3186452579936889,0.39467797635571633
up,3,bounded_beam_w64_pool32,15.0,4,0.3599580064475008,0.32528656098645103,0.4026787881565855
up,3,bounded_beam_w64_pool32,16.0,4,0.36582035700036536,0.3311798127544336,0.41029379843936264
